Time,Time_ubisense,txeui,seq,X,Y,Z
1510928824.552,1510928825.2545938492,1,185130,0.156,0.297,0.500,
1510928824.583,1510928825.2857937813,1,185131,0.160,0.279,0.500,
1510928824.624,1510928825.3169939518,1,185132,0.162,0.260,0.500,
1510928824.645,1510928825.3325939178,1,185133,0.158,0.242,0.500,
1510928824.655,1510928825.3667938709,1,185134,0.161,0.221,0.500,
1510928824.675,1510928825.3917956352,1,185135,0.158,0.203,0.500,
1510928824.705,1510928825.4167969227,1,185136,0.162,0.192,0.500,
1510928824.737,1510928825.4393973351,1,185137,0.162,0.176,0.500,
1510928824.768,1510928825.4549973011,1,185138,0.160,0.158,0.500,
1510928824.784,1510928825.4861974716,1,185139,0.170,0.135,0.500,
1510928824.803,1510928825.5157983303,1,185140,0.169,0.116,0.500,
1510928824.837,1510928825.5393986702,1,185141,0.165,0.099,0.500,
1510928824.852,1510928825.5549986362,1,185142,0.157,0.068,0.500,
1510928824.893,1510928825.5861988068,1,185143,0.166,0.051,0.500,
1510928824.903,1510928825.6157994270,1,185144,0.170,0.033,0.500,
1510928824.937,1510928825.6394002438,1,185145,0.168,0.015,0.500,
1510928824.952,1510928825.6550002098,1,185146,0.168,0.015,0.500,
1510928824.984,1510928825.6862003803,1,185147,0.159,-0.006,0.500,
1510928825.013,1510928825.7158012390,1,185148,0.157,-0.028,0.500,
1510928825.034,1510928825.7398023605,1,185149,0.155,-0.053,0.500,
1510928825.054,1510928825.7658038139,1,185150,0.141,-0.084,0.500,
1510928825.098,1510928825.7894043922,1,185151,0.136,-0.107,0.500,
1510928825.102,1510928825.8050043583,1,185152,0.147,-0.116,0.500,
1510928825.133,1510928825.8362042904,1,185153,0.159,-0.124,0.500,
1510928825.149,1510928825.8518044949,1,185154,0.169,-0.141,0.500,
1510928825.180,1510928825.8830044270,1,185155,0.161,-0.168,0.500,
1510928825.200,1510928825.9146056175,1,185156,0.153,-0.170,0.500,
1510928825.247,1510928825.9392058849,1,185157,0.146,-0.191,0.500,
1510928825.252,1510928825.9548058510,1,185158,0.155,-0.204,0.500,
1510928825.299,1510928825.9860060215,1,185159,0.164,-0.224,0.500,
1510928825.314,1510928826.0016062260,1,185160,0.169,-0.235,0.500,
1510928825.330,1510928826.0328063965,1,185161,0.172,-0.159,0.500,
1510928825.355,1510928826.0640063286,1,185162,0.178,-0.196,0.498,
1510928825.387,1510928826.0896067619,1,185163,0.188,-0.241,0.500,
1510928825.418,1510928826.1052069664,1,185164,0.190,-0.267,0.500,
1510928825.433,1510928826.1364068985,1,185165,0.197,-0.301,0.500,
1510928825.470,1510928826.1520068645,1,185166,0.184,-0.311,0.500,
1510928825.486,1510928826.1892073154,1,185167,0.184,-0.340,0.500,
1510928825.502,1510928826.2048075199,1,185168,0.184,-0.364,0.500,
1510928825.533,1510928826.2360074520,1,185169,0.190,-0.390,0.500,
1510928825.553,1510928826.2646083832,1,185170,0.182,-0.414,0.500,
1510928825.586,1510928826.2892086506,1,185171,0.169,-0.429,0.500,
1510928825.602,1510928826.3048086166,1,185172,0.184,-0.458,0.500,
1510928825.633,1510928826.3360087872,1,185173,0.192,-0.484,0.500,
1510928825.649,1510928826.3516087532,1,185174,0.194,-0.510,0.500,
1510928825.679,1510928826.3902103901,1,185175,0.197,-0.533,0.500,
1510928825.698,1510928826.4152114391,1,185176,0.193,-0.546,0.500,
1510928825.748,1510928826.4388120174,1,185177,0.186,-0.561,0.500,
1510928825.752,1510928826.4544122219,1,185178,0.191,-0.597,0.500,
1510928825.792,1510928826.4856123924,1,185179,0.194,-0.624,0.500,
1510928825.803,1510928826.5162131786,1,185180,0.203,-0.649,0.500,
1510928825.833,1510928826.5412144661,1,185181,0.196,-0.666,0.500,
1510928825.853,1510928826.5652158260,1,185182,0.196,-0.684,0.500,
1510928825.883,1510928826.5902173519,1,185183,0.184,-0.696,0.500,
1510928825.903,1510928826.6152186394,1,185184,0.187,-0.718,0.500,
1510928825.936,1510928826.6388192177,1,185185,0.184,-0.734,0.500,
1510928825.952,1510928826.6544191837,1,185186,0.161,-0.775,0.500,
1510928825.983,1510928826.6856193542,1,185187,0.175,-0.791,0.500,
1510928826.002,1510928826.7152202129,1,185188,0.179,-0.803,0.500,
1510928826.023,1510928826.7392215729,1,185189,0.163,-0.835,0.500,
1510928826.053,1510928826.7662231922,1,185190,0.174,-0.849,0.500,
1510928826.086,1510928826.7732236385,1,185191,0.169,-0.874,0.500,
1510928826.103,1510928826.7888236046,1,185192,0.168,-0.891,0.500,
1510928826.117,1510928826.8200235367,1,185193,0.168,-0.903,0.500,
1510928826.133,1510928826.8356235027,1,185194,0.178,-0.913,0.500,
1510928826.153,1510928826.8692247868,1,185195,0.178,-0.938,0.500,
1510928826.183,1510928826.8952262402,1,185196,0.183,-0.948,0.500,
1510928826.222,1510928826.9202275276,1,185197,0.190,-0.960,0.500,
1510928826.238,1510928826.9408278465,1,185198,0.180,-0.982,0.500,
1510928826.254,1510928826.9564278126,1,185199,0.180,-0.982,0.500,
1510928826.285,1510928826.9876279831,1,185200,0.185,-0.998,0.500,
1510928826.305,1510928827.0202288628,1,185201,0.174,-1.005,0.500,
1510928826.336,1510928827.0388290882,1,185202,0.164,-1.043,0.500,
1510928826.367,1510928827.0700290203,1,185203,0.187,-1.069,0.500,
1510928826.383,1510928827.0856292248,1,185204,0.193,-1.085,0.500,
1510928826.403,1510928827.1192302704,1,185205,0.171,-1.115,0.500,
1510928826.432,1510928827.1452317238,1,185206,0.168,-1.144,0.500,
1510928826.453,1510928827.1692330837,1,185207,0.185,-1.161,0.500,
1510928826.486,1510928827.1888334751,1,185208,0.175,-1.186,0.500,
1510928826.517,1510928827.2200336456,1,185209,0.187,-1.201,0.500,
1510928826.533,1510928827.2356336117,1,185210,0.199,-1.224,0.500,
1510928826.553,1510928827.2692344189,1,185211,0.187,-1.252,0.500,
1510928826.586,1510928827.2888348103,1,185212,0.189,-1.261,0.500,
1510928826.617,1510928827.3200347424,1,185213,0.198,-1.276,0.500,
1510928826.633,1510928827.3356349468,1,185214,0.190,-1.304,0.500,
1510928826.665,1510928827.3668348789,1,185215,0.203,-1.317,0.500,
1510928826.695,1510928827.3944356441,1,185216,0.214,-1.334,0.500,
1510928826.705,1510928827.4194371700,1,185217,0.210,-1.339,0.500,
1510928826.735,1510928827.4454386234,1,185218,0.212,-1.348,0.500,
1510928826.765,1510928827.4694399834,1,185219,0.201,-1.371,0.500,
1510928826.795,1510928827.4954414368,1,185220,0.192,-1.385,0.500,
1510928826.815,1510928827.5194427967,1,185221,0.200,-1.386,0.500,
1510928826.835,1510928827.5454442501,1,185222,0.207,-1.387,0.500,
1510928826.855,1510928827.5694456100,1,185223,0.193,-1.404,0.500,
1510928826.885,1510928827.5954470634,1,185224,0.190,-1.422,0.500,
1510928826.921,1510928827.6204488277,1,185225,0.183,-1.436,0.500,
1510928826.952,1510928827.6390488148,1,185226,0.181,-1.443,0.500,
1510928826.967,1510928827.6702487469,1,185227,0.176,-1.457,0.500,
1510928826.993,1510928827.6858487129,1,185228,0.192,-1.451,0.500,
1510928827.003,1510928827.7194499969,1,185229,0.189,-1.444,0.500,
1510928827.033,1510928827.7444512844,1,185230,0.204,-1.441,0.500,
1510928827.064,1510928827.7704527378,1,185231,0.220,-1.446,0.500,
1510928827.094,1510928827.8024547100,1,185232,0.229,-1.442,0.500,
1510928827.104,1510928827.8204557896,1,185233,0.231,-1.454,0.500,
1510928827.136,1510928827.8390560150,1,185234,0.240,-1.457,0.500,
1510928827.167,1510928827.8702559471,1,185235,0.251,-1.459,0.500,
1510928827.183,1510928827.8858559132,1,185236,0.251,-1.477,0.500,
1510928827.227,1510928827.9180562496,1,185237,0.250,-1.486,0.500,
1510928827.231,1510928827.9336562157,1,185238,0.244,-1.500,0.500,
1510928827.256,1510928827.9698562622,1,185239,0.244,-1.510,0.500,
1510928827.289,1510928827.9948580265,1,185240,0.244,-1.523,0.500,
1510928827.328,1510928828.0198593140,1,185241,0.252,-1.518,0.500,
1510928827.337,1510928828.0394594669,1,185242,0.252,-1.523,0.500,
1510928827.353,1510928828.0706596375,1,185243,0.252,-1.530,0.500,
1510928827.383,1510928828.0862596035,1,185244,0.259,-1.534,0.500,
1510928827.403,1510928828.1198606491,1,185245,0.259,-1.539,0.500,
1510928827.437,1510928828.1394610405,1,185246,0.262,-1.535,0.500,
1510928827.453,1510928828.1706612110,1,185247,0.261,-1.538,0.500,
1510928827.483,1510928828.1862611771,1,185248,0.261,-1.542,0.500,
1510928827.503,1510928828.2188618183,1,185249,0.262,-1.547,0.500,
1510928827.533,1510928828.2438635826,1,185250,0.265,-1.546,0.500,
1510928827.553,1510928828.2698650360,1,185251,0.268,-1.545,0.500,
1510928827.587,1510928828.2894651890,1,185252,0.275,-1.550,0.500,
1510928827.626,1510928828.3206653595,1,185253,0.279,-1.544,0.500,
1510928827.633,1510928828.3362653255,1,185254,0.281,-1.545,0.500,
1510928827.659,1510928828.3694655895,1,185255,0.285,-1.548,0.500,
1510928827.679,1510928828.3944668770,1,185256,0.291,-1.550,0.500,
1510928827.710,1510928828.4194684029,1,185257,0.316,-1.556,0.500,
1510928827.729,1510928828.4444696903,1,185258,0.329,-1.553,0.500,
1510928827.759,1510928828.4694712162,1,185259,0.346,-1.562,0.500,
1510928827.779,1510928828.4944727421,1,185260,0.358,-1.558,0.497,
1510928827.821,1510928828.5194740295,1,185261,0.377,-1.571,0.500,
1510928827.836,1510928828.5390744209,1,185262,0.395,-1.561,0.499,
1510928827.852,1510928828.5546743870,1,185263,0.408,-1.553,0.498,
1510928827.883,1510928828.5858743191,1,185264,0.421,-1.539,0.500,
1510928827.903,1510928828.6194756031,1,185265,0.437,-1.547,0.500,
1510928827.934,1510928828.6444768906,1,185266,0.448,-1.544,0.498,
1510928827.954,1510928828.6694784164,1,185267,0.458,-1.552,0.500,
1510928827.984,1510928828.6944797039,1,185268,0.476,-1.539,0.500,
1510928828.005,1510928828.7184810638,1,185269,0.487,-1.538,0.500,
1510928828.035,1510928828.7444827557,1,185270,0.513,-1.534,0.500,
1510928828.055,1510928828.7704842091,1,185271,0.540,-1.552,0.500,
1510928828.087,1510928828.7890844345,1,185272,0.564,-1.561,0.500,
1510928828.126,1510928828.8202843666,1,185273,0.599,-1.539,0.500,
1510928828.133,1510928828.8358843327,1,185274,0.632,-1.571,0.500,
1510928828.153,1510928828.8694856167,1,185275,0.643,-1.558,0.500,
1510928828.181,1510928828.8834862709,1,185276,0.656,-1.555,0.500,
1510928828.212,1510928828.9146864414,1,185277,0.666,-1.543,0.500,
1510928828.227,1510928828.9302864075,1,185278,0.697,-1.562,0.500,
1510928828.274,1510928828.9614863396,1,185279,0.719,-1.574,0.500,
1510928828.290,1510928828.9926862717,1,185280,0.752,-1.562,0.500,
1510928828.310,1510928829.0192871094,1,185281,0.764,-1.568,0.500,
1510928828.341,1510928829.0438876152,1,185282,0.795,-1.554,0.500,
1510928828.372,1510928829.0594875813,1,185283,0.812,-1.566,0.500,
1510928828.388,1510928829.0906877518,1,185284,0.835,-1.560,0.500,
1510928828.403,1510928829.1062877178,1,185285,0.856,-1.573,0.500,
1510928828.437,1510928829.1394879818,1,185286,0.864,-1.578,0.499,
1510928828.452,1510928829.1550879478,1,185287,0.891,-1.564,0.500,
1510928828.499,1510928829.1862878799,1,185288,0.922,-1.551,0.500,
1510928828.515,1510928829.2174880505,1,185289,0.976,-1.644,0.500,
1510928828.540,1510928829.2330880165,1,185290,0.980,-1.625,0.500,
1510928828.560,1510928829.2686891556,1,185291,0.988,-1.605,0.500,
1510928828.580,1510928829.2886903286,1,185292,0.993,-1.603,0.500,
1510928828.590,1510928829.2916905880,1,185293,1.003,-1.591,0.500,
1510928828.610,1510928829.3246922493,1,185294,1.013,-1.588,0.500,
1510928828.640,1510928829.3476936817,1,185295,1.036,-1.569,0.500,
1510928828.660,1510928829.3746953011,1,185296,1.049,-1.562,0.500,
1510928828.690,1510928829.3986966610,1,185297,1.062,-1.549,0.500,
1510928828.721,1510928829.4236981869,1,185298,1.079,-1.540,0.500,
1510928828.736,1510928829.4392981529,1,185299,1.084,-1.533,0.500,
1510928828.768,1510928829.4704983234,1,185300,1.097,-1.542,0.500,
1510928828.783,1510928829.4860982895,1,185301,1.112,-1.532,0.500,
1510928828.821,1510928829.5236995220,1,185302,1.123,-1.524,0.500,
1510928828.836,1510928829.5392994881,1,185303,1.137,-1.526,0.500,
1510928828.852,1510928829.5548994541,1,185304,1.162,-1.543,0.500,
1510928828.883,1510928829.5860996246,1,185305,1.192,-1.528,0.500,
1510928828.913,1510928829.6247010231,1,185306,1.206,-1.534,0.500,
1510928828.933,1510928829.6497023106,1,185307,1.224,-1.523,0.500,
1510928828.963,1510928829.6757040024,1,185308,1.233,-1.513,0.500,
1510928828.993,1510928829.6997051239,1,185309,1.244,-1.517,0.500,
1510928829.013,1510928829.7247066498,1,185310,1.269,-1.511,0.500,
1510928829.033,1510928829.7497081757,1,185311,1.285,-1.510,0.500,
1510928829.082,1510928829.7737095356,1,185312,1.304,-1.525,0.500,
1510928829.086,1510928829.7893095016,1,185313,1.325,-1.539,0.500,
1510928829.118,1510928829.8205094337,1,185314,1.347,-1.547,0.500,
1510928829.133,1510928829.8361096382,1,185315,1.370,-1.552,0.500,
1510928829.163,1510928829.8747110367,1,185316,1.383,-1.543,0.500,
1510928829.183,1510928829.8977122307,1,185317,1.383,-1.543,0.500,
1510928829.213,1510928829.9237136841,1,185318,1.424,-1.549,0.500,
1510928829.233,1510928829.9497151375,1,185319,1.476,-1.567,0.500,
1510928829.271,1510928829.9737167358,1,185320,1.519,-1.574,0.500,
1510928829.287,1510928829.9893167019,1,185321,1.546,-1.575,0.500,
1510928829.318,1510928830.0205166340,1,185322,1.578,-1.577,0.500,
1510928829.333,1510928830.0361168385,1,185323,1.599,-1.574,0.500,
1510928829.374,1510928830.0747179985,1,185324,1.597,-1.551,0.500,
1510928829.384,1510928830.0997195244,1,185325,1.623,-1.557,0.500,
1510928829.414,1510928830.1247210503,1,185326,1.650,-1.558,0.500,
1510928829.434,1510928830.1497223377,1,185327,1.666,-1.560,0.500,
1510928829.482,1510928830.1737236977,1,185328,1.681,-1.556,0.500,
1510928829.487,1510928830.1893236637,1,185329,1.703,-1.554,0.500,
1510928829.517,1510928830.2205238342,1,185330,1.709,-1.518,0.500,
1510928829.533,1510928830.2361240387,1,185331,1.735,-1.517,0.500,
1510928829.564,1510928830.2673239708,1,185332,1.753,-1.513,0.500,
1510928829.584,1510928830.2999248505,1,185333,1.769,-1.508,0.500,
1510928829.614,1510928830.3299267292,1,185334,1.780,-1.494,0.500,
1510928829.634,1510928830.3479275703,1,185335,1.795,-1.479,0.500,
1510928829.664,1510928830.3739290237,1,185336,1.804,-1.476,0.500,
1510928829.684,1510928830.3979303837,1,185337,1.806,-1.475,0.500,
1510928829.722,1510928830.4219319820,1,185338,1.806,-1.475,0.500,
1510928829.737,1510928830.4395320415,1,185339,1.803,-1.462,0.500,
1510928829.768,1510928830.4707319736,1,185340,1.802,-1.446,0.500,
1510928829.793,1510928830.4863319397,1,185341,1.801,-1.442,0.500,
1510928829.821,1510928830.5239334106,1,185342,1.806,-1.431,0.500,
1510928829.836,1510928830.5395336151,1,185343,1.807,-1.419,0.500,
1510928829.868,1510928830.5707335472,1,185344,1.805,-1.404,0.500,
1510928829.883,1510928830.5863335133,1,185345,1.797,-1.392,0.499,
1510928829.921,1510928830.6239347458,1,185346,1.787,-1.364,0.500,
1510928829.937,1510928830.6395347118,1,185347,1.777,-1.344,0.500,
1510928829.983,1510928830.6707346439,1,185348,1.775,-1.337,0.500,
1510928829.984,1510928830.6863348484,1,185349,1.759,-1.341,0.496,
1510928830.013,1510928830.7249362469,1,185350,1.752,-1.332,0.496,
1510928830.033,1510928830.7489376068,1,185351,1.720,-1.313,0.500,
1510928830.063,1510928830.7729389668,1,185352,1.697,-1.300,0.500,
1510928830.083,1510928830.7989404202,1,185353,1.679,-1.296,0.500,
1510928830.121,1510928830.8229420185,1,185354,1.663,-1.284,0.500,
1510928830.136,1510928830.8395419121,1,185355,1.648,-1.272,0.500,
1510928830.168,1510928830.8707418442,1,185356,1.627,-1.265,0.500,
1510928830.184,1510928830.8863420486,1,185357,1.608,-1.250,0.500,
1510928830.221,1510928830.9239430428,1,185358,1.586,-1.241,0.500,
1510928830.237,1510928830.9395432472,1,185359,1.568,-1.230,0.500,
1510928830.268,1510928830.9707434177,1,185360,1.553,-1.221,0.500,
1510928830.283,1510928830.9863433838,1,185361,1.534,-1.211,0.500,
1510928830.313,1510928831.0239446163,1,185362,1.525,-1.198,0.500,
1510928830.358,1510928831.0485451221,1,185363,1.511,-1.172,0.500,
1510928830.361,1510928831.0641450882,1,185364,1.496,-1.161,0.500,
1510928830.387,1510928831.0993454456,1,185365,1.489,-1.146,0.500,
1510928830.421,1510928831.1243469715,1,185366,1.482,-1.125,0.500,
1510928830.437,1510928831.1399469376,1,185367,1.481,-1.110,0.500,
1510928830.468,1510928831.1711471081,1,185368,1.465,-1.108,0.500,
1510928830.494,1510928831.1867470741,1,185369,1.453,-1.093,0.500,
1510928830.514,1510928831.2233483791,1,185370,1.449,-1.082,0.500,
1510928830.534,1510928831.2493498325,1,185371,1.442,-1.078,0.500,
1510928830.582,1510928831.2733511925,1,185372,1.443,-1.068,0.500,
1510928830.586,1510928831.2889511585,1,185373,1.439,-1.062,0.500,
1510928830.631,1510928831.3201510906,1,185374,1.448,-1.046,0.500,
1510928830.633,1510928831.3357510567,1,185375,1.452,-1.037,0.500,
1510928830.663,1510928831.3743526936,1,185376,1.451,-1.032,0.500,
1510928830.682,1510928831.3993539810,1,185377,1.469,-1.016,0.500,
1510928830.713,1510928831.4253554344,1,185378,1.468,-1.014,0.500,
1510928830.733,1510928831.4493567944,1,185379,1.467,-1.013,0.500,
1510928830.763,1510928831.4753582478,1,185380,1.463,-1.014,0.500,
1510928830.783,1510928831.4993598461,1,185381,1.465,-1.018,0.500,
1510928830.821,1510928831.5233612061,1,185382,1.533,-1.089,0.495,
1510928830.867,1510928831.5701611042,1,185383,1.534,-1.081,0.493,
1510928830.883,1510928831.5857610703,1,185384,1.533,-1.070,0.491,
1510928830.913,1510928831.6233625412,1,185385,1.508,-1.041,0.486,
1510928830.932,1510928831.6493639946,1,185386,1.492,-1.025,0.487,
1510928830.970,1510928831.6733653545,1,185387,1.492,-1.025,0.487,
1510928831.003,1510928831.6889655590,1,185388,1.484,-1.023,0.488,
1510928831.018,1510928831.7201654911,1,185389,1.477,-1.010,0.489,
1510928831.043,1510928831.7357654572,1,185390,1.470,-1.007,0.490,
1510928831.070,1510928831.7723667622,1,185391,1.474,-0.998,0.491,
1510928831.086,1510928831.7889666557,1,185392,1.473,-0.991,0.492,
1510928831.086,1510928831.7889666557,1,185393,1.460,-0.980,0.494,
1510928831.117,1510928831.8201668262,1,185394,1.448,-0.987,0.495,
1510928831.133,1510928831.8357667923,1,185395,1.428,-0.969,0.500,
1510928831.163,1510928831.8793685436,1,185396,1.425,-0.974,0.500,
1510928831.197,1510928831.8999686241,1,185397,1.415,-0.970,0.500,
1510928831.213,1510928831.9155688286,1,185398,1.409,-0.970,0.500,
1510928831.244,1510928831.9467689991,1,185399,1.383,-0.952,0.500,
1510928831.286,1510928831.9733695984,1,185400,1.367,-0.966,0.500,
1510928831.302,1510928832.0045695305,1,185401,1.361,-0.966,0.500,
1510928831.317,1510928832.0201694965,1,185402,1.339,-0.952,0.500,
1510928831.343,1510928832.0533699989,1,185403,1.334,-0.953,0.500,
1510928831.362,1510928832.0783710480,1,185404,1.329,-0.953,0.500,
1510928831.392,1510928832.1033728123,1,185405,1.317,-0.962,0.500,
1510928831.423,1510928832.1293740273,1,185406,1.306,-0.962,0.500,
1510928831.443,1510928832.1543755531,1,185407,1.287,-0.973,0.500,
1510928831.470,1510928832.1733767986,1,185408,1.273,-0.980,0.500,
1510928831.502,1510928832.2045767307,1,185409,1.269,-0.984,0.500,
1510928831.517,1510928832.2201766968,1,185410,1.244,-0.968,0.500,
1510928831.562,1510928832.2513766289,1,185411,1.226,-0.981,0.500,
1510928831.564,1510928832.2669768333,1,185412,1.214,-0.980,0.500,
1510928831.580,1510928832.2825767994,1,185413,1.187,-0.963,0.500,
1510928831.619,1510928832.3291788101,1,185414,1.175,-0.974,0.500,
1510928831.640,1510928832.3551800251,1,185415,1.157,-0.984,0.500,
1510928831.679,1510928832.3791816235,1,185416,1.143,-0.983,0.500,
1510928831.690,1510928832.4041829109,1,185417,1.135,-0.984,0.500,
1510928831.720,1510928832.4291844368,1,185418,1.110,-0.969,0.500,
1510928831.740,1510928832.4541859627,1,185419,1.091,-0.979,0.500,
1510928831.769,1510928832.4781870842,1,185420,1.060,-0.961,0.500,
1510928831.789,1510928832.5041887760,1,185421,1.043,-0.957,0.500,
1510928831.810,1510928832.5201895237,1,185422,1.025,-0.950,0.500,
1510928831.840,1510928832.5531914234,1,185423,1.002,-0.962,0.500,
1510928831.870,1510928832.5781929493,1,185424,0.977,-0.954,0.500,
1510928831.889,1510928832.6021943092,1,185425,0.969,-0.963,0.500,
1510928831.921,1510928832.6241955757,1,185426,0.958,-0.959,0.500,
1510928831.937,1510928832.6397955418,1,185427,0.933,-0.970,0.500,
1510928831.968,1510928832.6709954739,1,185428,0.915,-0.981,0.500,
1510928831.999,1510928832.7021956444,1,185429,0.886,-0.960,0.500,
1510928832.015,1510928832.7177958488,1,185430,0.871,-0.965,0.500,
1510928832.040,1510928832.7549960613,1,185431,0.854,-0.953,0.500,
1510928832.075,1510928832.7779974937,1,185432,0.829,-0.967,0.500,
1510928832.091,1510928832.7935974598,1,185433,0.805,-0.975,0.500,
1510928832.122,1510928832.8247976303,1,185434,0.779,-0.991,0.500,
1510928832.138,1510928832.8413975239,1,185435,0.780,-0.999,0.500,
1510928832.170,1510928832.8725974560,1,185436,0.761,-1.001,0.500,
1510928832.202,1510928832.9037976265,1,185437,0.738,-1.000,0.500,
1510928832.233,1510928832.9203977585,1,185438,0.736,-0.984,0.500,
1510928832.249,1510928832.9515979290,1,185439,0.736,-0.984,0.500,
1510928832.268,1510928832.9831986427,1,185440,0.741,-0.985,0.500,
1510928832.288,1510928833.0031998158,1,185441,0.735,-0.990,0.500,
1510928832.319,1510928833.0282013416,1,185442,0.736,-0.983,0.499,
1510928832.338,1510928833.0532026291,1,185443,0.717,-0.983,0.497,
1510928832.371,1510928833.0742039680,1,185444,0.715,-0.970,0.495,
1510928832.387,1510928833.0898039341,1,185445,0.705,-0.972,0.495,
1510928832.418,1510928833.1210038662,1,185446,0.650,-0.944,0.500,
1510928832.459,1510928833.1522040367,1,185447,0.613,-0.921,0.500,
1510928832.479,1510928833.1788046360,1,185448,0.593,-0.879,0.500,
1510928832.499,1510928833.2028062344,1,185449,0.577,-0.853,0.500,
1510928832.521,1510928833.2238073349,1,185450,0.532,-0.858,0.500,
1510928832.536,1510928833.2394073009,1,185451,0.505,-0.850,0.500,
1510928832.568,1510928833.2706074715,1,185452,0.476,-0.841,0.500,
1510928832.600,1510928833.3028075695,1,185453,0.467,-0.814,0.500,
1510928832.616,1510928833.3184075356,1,185454,0.452,-0.807,0.500,
1510928832.647,1510928833.3496074677,1,185455,0.442,-0.787,0.500,
1510928832.677,1510928833.3782083988,1,185456,0.423,-0.783,0.500,
1510928832.686,1510928833.4042098522,1,185457,0.420,-0.773,0.500,
1510928832.721,1510928833.4242110252,1,185458,0.402,-0.774,0.500,
1510928832.737,1510928833.4398112297,1,185459,0.406,-0.760,0.497,
1510928832.768,1510928833.4710111618,1,185460,0.409,-0.750,0.495,
1510928832.793,1510928833.5032110214,1,185461,0.414,-0.743,0.492,
1510928832.821,1510928833.5242123604,1,185462,0.411,-0.737,0.493,
1510928832.837,1510928833.5398123264,1,185463,0.413,-0.716,0.496,
1510928832.868,1510928833.5710124969,1,185464,0.420,-0.701,0.495,
1510928832.903,1510928833.6032128334,1,185465,0.428,-0.685,0.495,
1510928832.913,1510928833.6292140484,1,185466,0.436,-0.669,0.499,
1510928832.943,1510928833.6532156467,1,185467,0.436,-0.656,0.500,
1510928832.963,1510928833.6792168617,1,185468,0.446,-0.651,0.500,
1510928832.993,1510928833.7032182217,1,185469,0.462,-0.649,0.499,
1510928833.014,1510928833.7282197475,1,185470,0.486,-0.642,0.500,
1510928833.044,1510928833.7542212009,1,185471,0.517,-0.640,0.500,
1510928833.064,1510928833.7782227993,1,185472,0.530,-0.626,0.500,
1510928833.094,1510928833.8042240143,1,185473,0.553,-0.617,0.500,
1510928833.114,1510928833.8282256126,1,185474,0.579,-0.613,0.500,
1510928833.144,1510928833.8532269001,1,185475,0.601,-0.608,0.500,
1510928833.164,1510928833.8782284260,1,185476,0.623,-0.597,0.500,
1510928833.182,1510928833.8842287064,1,185477,0.645,-0.591,0.500,
1510928833.212,1510928833.9154286385,1,185478,0.672,-0.584,0.500,
1510928833.244,1510928833.9466288090,1,185479,0.689,-0.580,0.500,
1510928833.263,1510928833.9772298336,1,185480,0.710,-0.565,0.500,
1510928833.304,1510928834.0042312145,1,185481,0.717,-0.554,0.500,
1510928833.313,1510928834.0292327404,1,185482,0.732,-0.533,0.500,
1510928833.344,1510928834.0542340279,1,185483,0.751,-0.524,0.500,
1510928833.371,1510928834.0742352009,1,185484,0.759,-0.505,0.500,
1510928833.387,1510928834.0898351669,1,185485,0.762,-0.485,0.500,
1510928833.418,1510928834.1210353374,1,185486,0.762,-0.468,0.499,
1510928833.449,1510928834.1522352695,1,185487,0.764,-0.449,0.500,
1510928833.471,1510928834.1738357544,1,185488,0.755,-0.411,0.494,
1510928833.486,1510928834.1894357204,1,185489,0.761,-0.402,0.494,
1510928833.518,1510928834.2206358910,1,185490,0.776,-0.397,0.493,
1510928833.543,1510928834.2528359890,1,185491,0.765,-0.373,0.486,
1510928833.563,1510928834.2788374424,1,185492,0.756,-0.357,0.480,
1510928833.583,1510928834.2988386154,1,185493,0.769,-0.359,0.473,
1510928833.593,1510928834.3028388023,1,185494,0.779,-0.361,0.467,
1510928833.623,1510928834.3328404427,1,185495,0.791,-0.370,0.459,
1510928833.643,1510928834.3588418961,1,185496,0.774,-0.351,0.447,
1510928833.673,1510928834.3828432560,1,185497,0.780,-0.344,0.446,
1510928833.693,1510928834.4088447094,1,185498,0.778,-0.333,0.447,
1510928833.723,1510928834.4328463078,1,185499,0.779,-0.309,0.449,
1510928833.743,1510928834.4578475952,1,185500,0.755,-0.298,0.441,
1510928833.773,1510928834.4828491211,1,185501,0.733,-0.297,0.434,
1510928833.793,1510928834.5078506470,1,185502,0.710,-0.292,0.428,
1510928833.821,1510928834.5238516331,1,185503,0.710,-0.297,0.422,
1510928833.852,1510928834.5550515652,1,185504,0.704,-0.303,0.418,
1510928833.883,1510928834.5706515312,1,185505,0.704,-0.314,0.416,
1510928833.893,1510928834.6088519096,1,185506,0.714,-0.329,0.415,
1510928833.921,1510928834.6238527298,1,185507,0.724,-0.344,0.410,
1510928833.952,1510928834.6550529003,1,185508,0.727,-0.346,0.410,
1510928833.968,1510928834.6706528664,1,185509,0.720,-0.358,0.411,
1510928834.000,1510928834.7018530369,1,185510,0.724,-0.358,0.409,
1510928834.030,1510928834.7334539890,1,185511,0.731,-0.359,0.409,
1510928834.049,1510928834.7584552765,1,185512,0.740,-0.351,0.415,
1510928834.070,1510928834.7734563351,1,185513,0.749,-0.350,0.417,
1510928834.101,1510928834.8046562672,1,185514,0.752,-0.358,0.418,
1510928834.133,1510928834.8202562332,1,185515,0.749,-0.360,0.418,
1510928834.143,1510928834.8584568501,1,185516,0.764,-0.358,0.419,
1510928834.173,1510928834.8824582100,1,185517,0.781,-0.365,0.424,
