,Lde1EKFoldCorrectionX,Lde1EKFoldCorrectionY,Lde1EKFoldCorrectionZ,Lde1EKFnewCorrectionX,Lde1EKFnewCorrectionY,Lde1EKFnewCorrectionZ
0,-0.036083506167953534,-0.4625438203259348,4.896182773842995e-05,-0.036083506167953534,-0.4625438203259348,4.896182773842995e-05
1,-0.0377687222036317,-0.4622783852576119,7.788682009510225e-05,-0.0377687222036317,-0.4622783852576119,7.788682009510225e-05
2,-0.04954512178338358,-0.4651001356859308,0.00012401113310723703,-0.04954512178338358,-0.4651001356859308,0.00012401113310723703
3,-0.061917399492962905,-0.4710092676585899,0.00019444255663039729,-0.061917399492962905,-0.4710092676585899,0.00019444255663039729
4,-0.07640460474341396,-0.4770083651581825,0.0002857469548609746,-0.07640460474341396,-0.4770083651581825,0.0002857469548609746
5,-0.08419276647872673,-0.4798190582229649,0.0003841130264290498,-0.08419276647872673,-0.4798190582229649,0.0003841130264290498
6,-0.09346933835937532,-0.48104383358681724,0.000508389777170129,-0.09346933835937532,-0.48104383358681724,0.000508389777170129
7,-0.10969930402597369,-0.4941185248187735,0.0006989766357818291,-0.10969930402597369,-0.4941185248187735,0.0006989766357818291
8,-0.1106638110940731,-0.5005489154797409,0.0009044155948365789,-0.1106638110940731,-0.5005489154797409,0.0009044155948365789
9,-0.11476233793048882,-0.5132174053814051,0.0011594185652272525,-0.11476233793048882,-0.5132174053814051,0.0011594185652272525
10,-0.12327503144318855,-0.5180756602376156,0.0014429685144654665,-0.12327503144318855,-0.5180756602376156,0.0014429685144654665
11,-0.13582083906657152,-0.5260748133639674,0.001799993240343949,-0.13582083906657152,-0.5260748133639674,0.001799993240343949
12,-0.14120954264766342,-0.5349490955173576,0.0021633338021644706,-0.14120954264766342,-0.5349490955173576,0.0021633338021644706
13,-0.15381869849277602,-0.5428350848682127,0.002589493375964737,-0.15381869849277602,-0.5428350848682127,0.002589493375964737
14,-0.10716640057354415,-0.5543789103258779,0.002832864767941221,-0.10716640057354415,-0.5543789103258779,0.002832864767941221
15,-0.08546158590502054,-0.5551915498015689,0.0029404517239662235,-0.08546158590502054,-0.5551915498015689,0.0029404517239662235
16,-0.06290959498006951,-0.5605708610986851,0.0029233443996080437,-0.06290959498006951,-0.5605708610986851,0.0029233443996080437
17,-0.042771072493944476,-0.5661986337309239,0.0029044207062112366,-0.042771072493944476,-0.5661986337309239,0.0029044207062112366
18,-0.02416966510510818,-0.5693728542902636,0.0028447637173089077,-0.02416966510510818,-0.5693728542902636,0.0028447637173089077
19,-0.00013428422471742016,-0.574900930897864,0.0026696085919170917,-0.00013428422471742016,-0.574900930897864,0.0026696085919170917
20,0.01918157141608088,-0.5780892456973209,0.002404146695614449,0.01918157141608088,-0.5780892456973209,0.002404146695614449
21,0.03468165327186312,-0.5809643193916595,0.002044608193758947,0.03468165327186312,-0.5809643193916595,0.002044608193758947
22,0.051387011995352644,-0.5831914105977162,0.0016125610403243012,0.051387011995352644,-0.5831914105977162,0.0016125610403243012
23,0.06857901945725164,-0.5864317064255591,0.001096432556395397,0.06857901945725164,-0.5864317064255591,0.001096432556395397
24,0.08535369345225345,-0.5920027287820087,0.000537924487345261,0.08535369345225345,-0.5920027287820087,0.000537924487345261
25,0.10188814821112699,-0.5966784978481394,-5.829117116113141e-05,0.10188814821112699,-0.5966784978481394,-5.829117116113141e-05
26,0.12100553042338928,-0.6057830208593737,-0.0009388455715379613,0.12100553042338928,-0.6057830208593737,-0.0009388455715379613
27,0.13848487191013037,-0.6082450167941137,-0.00197476806655429,0.13848487191013037,-0.6082450167941137,-0.00197476806655429
28,0.12535027102893262,-0.6249512053717259,-0.0007013501850984341,0.12535027102893262,-0.6249512053717259,-0.0007013501850984341
29,0.12200839393155856,-0.6337865725127553,2.020590331149334e-05,0.12200839393155856,-0.6337865725127553,2.020590331149334e-05
30,0.11502809526848454,-0.6432978805305263,0.0011461761552915557,0.11502809526848454,-0.6432978805305263,0.0011461761552915557
31,0.11144916247267328,-0.6525872437023617,0.0023229308860343648,0.11144916247267328,-0.6525872437023617,0.0023229308860343648
32,0.10438000843887192,-0.6598964666988386,0.003594620836702281,0.10438000843887192,-0.6598964666988386,0.003594620836702281
33,0.09705245936307853,-0.6672787560791301,0.005215775656713266,0.09705245936307853,-0.6672787560791301,0.005215775656713266
34,0.09222794552561203,-0.6753404535884391,0.006838759912578894,0.09222794552561203,-0.6753404535884391,0.006838759912578894
35,0.08292705272193976,-0.6826752092809967,0.008746135952889023,0.08292705272193976,-0.6826752092809967,0.008746135952889023
36,0.07878964053617975,-0.690945350998661,0.011198904787301182,0.07878964053617975,-0.690945350998661,0.011198904787301182
37,0.06939283836600993,-0.6980228207769629,0.013457448883161567,0.06939283836600993,-0.6980228207769629,0.013457448883161567
38,0.06368268680796174,-0.7059271113309891,0.015775567031663974,0.06368268680796174,-0.7059271113309891,0.015775567031663974
39,0.05533529231803273,-0.7132972674952606,0.018411828325182806,0.05533529231803273,-0.7132972674952606,0.018411828325182806
40,0.05000510246721153,-0.7182822269456479,0.02133159991575939,0.05000510246721153,-0.7182822269456479,0.02133159991575939
