Time,X,Y,Z,qW,qX,qY,qZ
1510937328.367,0.420,-0.593,0.252,0.999,-0.006,-0.001,-0.051,
1510937328.374,0.420,-0.591,0.252,0.998,-0.003,0.005,-0.059,
1510937328.382,0.421,-0.585,0.252,0.998,-0.003,0.000,-0.060,
1510937328.391,0.422,-0.582,0.252,0.998,-0.004,0.001,-0.068,
1510937328.399,0.422,-0.577,0.252,0.997,-0.006,0.001,-0.078,
1510937328.408,0.426,-0.574,0.252,0.997,-0.011,0.003,-0.081,
1510937328.416,0.424,-0.571,0.252,0.996,-0.006,0.007,-0.093,
1510937328.424,0.425,-0.566,0.252,0.995,-0.006,0.002,-0.095,
1510937328.432,0.426,-0.560,0.252,0.995,-0.007,-0.001,-0.098,
1510937328.441,0.428,-0.557,0.252,0.994,-0.008,0.001,-0.108,
1510937328.449,0.429,-0.552,0.252,0.994,-0.007,-0.001,-0.110,
1510937328.458,0.430,-0.549,0.252,0.993,-0.009,0.002,-0.117,
1510937328.466,0.433,-0.546,0.252,0.992,-0.011,0.003,-0.122,
1510937328.474,0.433,-0.540,0.252,0.992,-0.009,-0.000,-0.128,
1510937328.483,0.435,-0.537,0.252,0.991,-0.012,-0.000,-0.136,
1510937328.491,0.434,-0.531,0.252,0.990,-0.007,-0.003,-0.141,
1510937328.499,0.433,-0.529,0.251,0.988,0.000,0.004,-0.152,
1510937328.507,0.437,-0.524,0.251,0.988,-0.006,-0.000,-0.156,
1510937328.516,0.438,-0.519,0.251,0.987,-0.004,-0.002,-0.163,
1510937328.524,0.439,-0.516,0.251,0.986,-0.005,-0.001,-0.168,
1510937328.532,0.440,-0.511,0.251,0.985,-0.002,-0.001,-0.174,
1510937328.541,0.444,-0.508,0.251,0.983,-0.008,-0.000,-0.182,
1510937328.549,0.445,-0.504,0.251,0.982,-0.008,-0.001,-0.189,
1510937328.558,0.443,-0.499,0.251,0.981,0.001,-0.001,-0.195,
1510937328.566,0.447,-0.496,0.251,0.980,-0.005,-0.001,-0.199,
1510937328.574,0.449,-0.491,0.251,0.979,-0.005,-0.003,-0.206,
1510937328.582,0.452,-0.488,0.251,0.977,-0.006,-0.002,-0.215,
1510937328.591,0.454,-0.483,0.251,0.975,-0.009,-0.004,-0.223,
1510937328.599,0.456,-0.479,0.251,0.973,-0.009,-0.005,-0.232,
1510937328.608,0.460,-0.477,0.251,0.971,-0.014,-0.002,-0.240,
1510937328.616,0.460,-0.473,0.251,0.970,-0.009,-0.004,-0.244,
1510937328.624,0.463,-0.469,0.251,0.969,-0.009,-0.003,-0.249,
1510937328.632,0.465,-0.465,0.251,0.968,-0.009,-0.004,-0.252,
1510937328.641,0.469,-0.463,0.251,0.966,-0.015,-0.002,-0.259,
1510937328.649,0.469,-0.457,0.250,0.965,-0.008,-0.005,-0.262,
1510937328.657,0.471,-0.452,0.251,0.963,-0.006,-0.009,-0.270,
1510937328.666,0.473,-0.450,0.250,0.961,-0.006,-0.005,-0.275,
1510937328.674,0.475,-0.445,0.251,0.960,-0.005,-0.007,-0.280,
1510937328.682,0.476,-0.443,0.250,0.958,-0.004,-0.004,-0.287,
1510937328.690,0.479,-0.439,0.250,0.956,-0.004,-0.004,-0.294,
1510937328.700,0.481,-0.434,0.250,0.954,-0.001,-0.006,-0.300,
1510937328.707,0.483,-0.432,0.250,0.953,-0.001,-0.004,-0.304,
1510937328.716,0.486,-0.428,0.250,0.951,-0.003,-0.005,-0.308,
1510937328.724,0.489,-0.424,0.250,0.949,-0.003,-0.006,-0.316,
1510937328.733,0.494,-0.423,0.250,0.946,-0.010,-0.002,-0.325,
1510937328.741,0.495,-0.419,0.250,0.944,-0.004,-0.002,-0.329,
1510937328.749,0.498,-0.415,0.249,0.943,-0.005,-0.005,-0.334,
1510937328.757,0.502,-0.414,0.250,0.940,-0.010,-0.002,-0.342,
1510937328.766,0.506,-0.410,0.250,0.937,-0.011,-0.002,-0.349,
1510937328.774,0.509,-0.407,0.250,0.935,-0.011,-0.002,-0.355,
1510937328.782,0.511,-0.404,0.250,0.932,-0.011,-0.001,-0.361,
1510937328.791,0.514,-0.401,0.250,0.930,-0.009,-0.001,-0.367,
1510937328.799,0.516,-0.397,0.249,0.927,-0.007,-0.003,-0.374,
1510937328.807,0.519,-0.394,0.249,0.924,-0.006,-0.003,-0.382,
1510937328.816,0.521,-0.390,0.249,0.922,-0.004,-0.002,-0.388,
1510937328.824,0.525,-0.388,0.249,0.920,-0.006,-0.003,-0.393,
1510937328.832,0.528,-0.382,0.249,0.917,-0.002,-0.009,-0.399,
1510937328.841,0.530,-0.379,0.249,0.913,-0.002,-0.006,-0.407,
1510937328.849,0.534,-0.376,0.249,0.910,-0.003,-0.009,-0.414,
1510937328.858,0.537,-0.374,0.249,0.907,-0.003,-0.007,-0.420,
1510937328.867,0.540,-0.371,0.248,0.906,-0.002,-0.007,-0.424,
1510937328.874,0.546,-0.370,0.249,0.902,-0.007,-0.005,-0.431,
1510937328.882,0.547,-0.367,0.249,0.900,-0.002,-0.004,-0.435,
1510937328.891,0.551,-0.364,0.249,0.897,-0.000,-0.005,-0.443,
1510937328.899,0.555,-0.361,0.248,0.894,-0.002,-0.007,-0.448,
1510937328.907,0.557,-0.360,0.248,0.890,-0.001,-0.002,-0.456,
1510937328.916,0.561,-0.357,0.248,0.888,-0.001,-0.002,-0.460,
1510937328.924,0.565,-0.355,0.248,0.885,-0.002,-0.001,-0.466,
1510937328.932,0.569,-0.350,0.248,0.882,-0.000,-0.008,-0.471,
1510937328.941,0.574,-0.349,0.248,0.879,-0.004,-0.005,-0.477,
1510937328.949,0.576,-0.345,0.248,0.875,0.002,-0.007,-0.484,
1510937328.958,0.578,-0.343,0.247,0.873,0.004,-0.007,-0.487,
1510937328.966,0.584,-0.341,0.248,0.872,0.000,-0.008,-0.490,
1510937328.974,0.587,-0.340,0.248,0.867,-0.000,-0.005,-0.499,
1510937328.983,0.592,-0.334,0.248,0.864,0.001,-0.013,-0.503,
1510937328.991,0.596,-0.334,0.248,0.860,0.001,-0.008,-0.511,
1510937328.999,0.599,-0.331,0.247,0.857,0.003,-0.008,-0.515,
1510937329.008,0.604,-0.330,0.247,0.852,0.001,-0.007,-0.523,
1510937329.016,0.608,-0.326,0.247,0.851,0.004,-0.013,-0.526,
1510937329.024,0.611,-0.327,0.247,0.845,0.001,-0.005,-0.535,
1510937329.032,0.616,-0.324,0.247,0.843,0.000,-0.008,-0.538,
1510937329.041,0.620,-0.322,0.247,0.839,0.002,-0.009,-0.544,
1510937329.049,0.625,-0.320,0.247,0.834,0.002,-0.009,-0.551,
1510937329.057,0.625,-0.316,0.247,0.829,0.015,-0.008,-0.559,
1510937329.066,0.633,-0.314,0.247,0.828,0.009,-0.014,-0.561,
1510937329.074,0.637,-0.313,0.247,0.823,0.006,-0.013,-0.567,
1510937329.082,0.642,-0.313,0.246,0.817,0.000,-0.011,-0.577,
1510937329.091,0.647,-0.309,0.247,0.813,0.003,-0.016,-0.582,
1510937329.099,0.649,-0.307,0.246,0.807,0.010,-0.012,-0.590,
1510937329.108,0.654,-0.308,0.246,0.803,0.002,-0.009,-0.595,
1510937329.116,0.656,-0.303,0.246,0.799,0.018,-0.012,-0.600,
1510937329.124,0.661,-0.301,0.245,0.799,0.018,-0.016,-0.601,
1510937329.132,0.666,-0.300,0.246,0.795,0.016,-0.016,-0.607,
1510937329.141,0.671,-0.300,0.245,0.789,0.013,-0.013,-0.614,
1510937329.149,0.677,-0.299,0.246,0.785,0.011,-0.015,-0.619,
1510937329.158,0.680,-0.298,0.245,0.781,0.015,-0.014,-0.624,
1510937329.166,0.684,-0.299,0.245,0.775,0.010,-0.011,-0.632,
1510937329.174,0.689,-0.299,0.246,0.769,0.010,-0.007,-0.639,
1510937329.182,0.694,-0.296,0.245,0.767,0.011,-0.012,-0.642,
1510937329.190,0.697,-0.298,0.245,0.762,0.011,-0.003,-0.648,
1510937329.199,0.700,-0.296,0.245,0.759,0.014,-0.003,-0.651,
1510937329.208,0.704,-0.295,0.245,0.754,0.018,-0.003,-0.657,
1510937329.216,0.711,-0.292,0.245,0.753,0.019,-0.013,-0.658,
1510937329.224,0.715,-0.294,0.244,0.747,0.014,-0.006,-0.665,
1510937329.233,0.721,-0.293,0.245,0.744,0.013,-0.008,-0.668,
1510937329.241,0.725,-0.292,0.245,0.743,0.018,-0.009,-0.669,
1510937329.249,0.731,-0.292,0.245,0.741,0.014,-0.009,-0.671,
1510937329.258,0.736,-0.292,0.245,0.737,0.013,-0.008,-0.676,
1510937329.266,0.739,-0.293,0.245,0.734,0.015,-0.003,-0.679,
1510937329.274,0.745,-0.293,0.245,0.732,0.011,-0.003,-0.681,
1510937329.282,0.749,-0.292,0.245,0.732,0.015,-0.004,-0.681,
1510937329.290,0.754,-0.291,0.245,0.733,0.016,-0.006,-0.680,
1510937329.299,0.760,-0.293,0.246,0.730,0.007,-0.004,-0.683,
1510937329.307,0.762,-0.292,0.245,0.729,0.015,-0.002,-0.684,
1510937329.316,0.766,-0.292,0.245,0.726,0.017,0.001,-0.688,
1510937329.325,0.772,-0.291,0.245,0.726,0.015,-0.003,-0.687,
1510937329.332,0.776,-0.293,0.245,0.725,0.015,0.003,-0.688,
1510937329.340,0.782,-0.293,0.245,0.726,0.012,0.001,-0.687,
1510937329.349,0.785,-0.294,0.245,0.725,0.013,0.005,-0.689,
1510937329.358,0.791,-0.291,0.244,0.726,0.017,-0.002,-0.688,
1510937329.366,0.795,-0.293,0.244,0.724,0.016,0.005,-0.690,
1510937329.374,0.798,-0.292,0.244,0.724,0.022,0.005,-0.690,
1510937329.382,0.802,-0.292,0.244,0.725,0.021,0.007,-0.688,
1510937329.391,0.810,-0.292,0.245,0.725,0.018,0.001,-0.688,
1510937329.399,0.815,-0.292,0.245,0.725,0.016,0.002,-0.689,
1510937329.407,0.820,-0.290,0.244,0.724,0.020,-0.001,-0.690,
1510937329.416,0.825,-0.294,0.246,0.722,0.012,0.007,-0.691,
1510937329.424,0.829,-0.293,0.245,0.722,0.017,0.008,-0.692,
1510937329.432,0.836,-0.295,0.246,0.722,0.010,0.006,-0.691,
1510937329.440,0.842,-0.295,0.246,0.722,0.009,0.006,-0.692,
1510937329.449,0.845,-0.294,0.245,0.724,0.014,0.009,-0.690,
1510937329.458,0.849,-0.293,0.245,0.723,0.019,0.007,-0.690,
1510937329.465,0.857,-0.293,0.245,0.723,0.011,0.004,-0.691,
1510937329.474,0.860,-0.294,0.245,0.723,0.016,0.010,-0.690,
1510937329.483,0.869,-0.292,0.245,0.725,0.010,-0.002,-0.689,
1510937329.491,0.871,-0.293,0.246,0.723,0.015,0.007,-0.691,
1510937329.499,0.878,-0.294,0.245,0.723,0.011,0.006,-0.690,
1510937329.508,0.885,-0.292,0.246,0.723,0.010,-0.002,-0.691,
1510937329.516,0.887,-0.294,0.245,0.722,0.013,0.009,-0.691,
1510937329.524,0.894,-0.294,0.246,0.724,0.011,0.004,-0.690,
1510937329.532,0.897,-0.294,0.245,0.721,0.014,0.009,-0.692,
1510937329.540,0.904,-0.295,0.246,0.722,0.011,0.010,-0.692,
1510937329.549,0.907,-0.294,0.245,0.722,0.016,0.010,-0.691,
1510937329.558,0.917,-0.293,0.246,0.723,0.009,0.001,-0.691,
1510937329.566,0.920,-0.292,0.245,0.724,0.015,0.004,-0.690,
1510937329.574,0.925,-0.292,0.246,0.723,0.016,0.005,-0.690,
1510937329.582,0.932,-0.292,0.246,0.724,0.015,0.002,-0.690,
1510937329.592,0.937,-0.288,0.245,0.727,0.019,-0.008,-0.687,
1510937329.599,0.944,-0.293,0.247,0.722,0.009,0.001,-0.692,
1510937329.608,0.950,-0.293,0.246,0.722,0.008,0.001,-0.691,
1510937329.616,0.955,-0.293,0.246,0.723,0.009,0.002,-0.691,
1510937329.624,0.958,-0.291,0.245,0.724,0.017,0.002,-0.689,
1510937329.633,0.966,-0.287,0.245,0.726,0.020,-0.012,-0.687,
1510937329.641,0.971,-0.290,0.245,0.723,0.016,-0.004,-0.691,
1510937329.650,0.976,-0.292,0.245,0.722,0.013,0.002,-0.692,
1510937329.657,0.985,-0.293,0.246,0.723,0.006,-0.002,-0.691,
1510937329.665,0.991,-0.294,0.246,0.722,0.002,0.002,-0.692,
1510937329.674,0.994,-0.289,0.245,0.725,0.016,-0.005,-0.688,
1510937329.682,1.001,-0.290,0.245,0.724,0.013,-0.007,-0.689,
1510937329.691,1.009,-0.292,0.246,0.723,0.005,-0.006,-0.690,
1510937329.699,1.015,-0.288,0.246,0.725,0.012,-0.013,-0.688,
1510937329.707,1.020,-0.290,0.246,0.724,0.008,-0.009,-0.690,
1510937329.716,1.027,-0.290,0.246,0.725,0.006,-0.014,-0.689,
1510937329.725,1.033,-0.290,0.245,0.724,0.008,-0.012,-0.689,
1510937329.733,1.037,-0.289,0.245,0.724,0.012,-0.010,-0.689,
1510937329.741,1.042,-0.289,0.245,0.724,0.012,-0.009,-0.689,
1510937329.749,1.049,-0.291,0.246,0.724,0.008,-0.008,-0.690,
1510937329.758,1.057,-0.290,0.245,0.727,0.005,-0.014,-0.687,
1510937329.765,1.060,-0.291,0.246,0.724,0.007,-0.004,-0.690,
1510937329.774,1.065,-0.290,0.245,0.724,0.013,-0.007,-0.690,
1510937329.782,1.072,-0.288,0.245,0.725,0.013,-0.014,-0.688,
1510937329.791,1.075,-0.291,0.245,0.722,0.014,-0.000,-0.692,
1510937329.799,1.081,-0.290,0.245,0.724,0.016,-0.003,-0.689,
1510937329.807,1.089,-0.292,0.245,0.725,0.009,-0.002,-0.689,
1510937329.815,1.096,-0.292,0.245,0.725,0.004,-0.004,-0.689,
1510937329.824,1.102,-0.289,0.245,0.726,0.011,-0.013,-0.687,
1510937329.832,1.109,-0.288,0.245,0.727,0.010,-0.016,-0.687,
1510937329.841,1.112,-0.291,0.244,0.726,0.010,-0.003,-0.688,
1510937329.849,1.116,-0.289,0.244,0.727,0.015,-0.005,-0.687,
1510937329.858,1.124,-0.292,0.245,0.725,0.007,-0.001,-0.688,
1510937329.866,1.131,-0.290,0.245,0.725,0.010,-0.007,-0.689,
1510937329.874,1.138,-0.292,0.245,0.725,0.002,-0.006,-0.689,
1510937329.882,1.143,-0.290,0.245,0.726,0.011,-0.007,-0.687,
1510937329.890,1.148,-0.289,0.244,0.726,0.012,-0.007,-0.688,
1510937329.899,1.153,-0.288,0.244,0.728,0.017,-0.009,-0.686,
1510937329.908,1.160,-0.293,0.245,0.725,0.005,0.002,-0.688,
1510937329.915,1.166,-0.289,0.244,0.726,0.013,-0.006,-0.688,
1510937329.924,1.171,-0.293,0.244,0.724,0.006,0.003,-0.690,
1510937329.933,1.178,-0.290,0.244,0.727,0.010,-0.003,-0.687,
1510937329.941,1.184,-0.290,0.245,0.726,0.011,-0.004,-0.688,
1510937329.949,1.189,-0.287,0.244,0.727,0.017,-0.009,-0.687,
1510937329.957,1.196,-0.290,0.244,0.727,0.009,-0.004,-0.687,
1510937329.965,1.202,-0.289,0.244,0.728,0.013,-0.007,-0.685,
1510937329.974,1.209,-0.289,0.245,0.726,0.011,-0.007,-0.687,
1510937329.983,1.213,-0.292,0.245,0.726,0.008,0.003,-0.687,
1510937329.991,1.218,-0.290,0.244,0.727,0.013,0.002,-0.687,
1510937329.999,1.227,-0.290,0.245,0.727,0.009,-0.005,-0.687,
1510937330.007,1.233,-0.292,0.244,0.727,0.005,-0.000,-0.686,
1510937330.016,1.238,-0.288,0.244,0.727,0.015,-0.004,-0.687,
1510937330.024,1.247,-0.290,0.245,0.726,0.008,-0.005,-0.687,
1510937330.032,1.250,-0.291,0.244,0.726,0.009,0.004,-0.688,
1510937330.040,1.257,-0.288,0.244,0.728,0.014,-0.003,-0.685,
1510937330.049,1.265,-0.286,0.244,0.728,0.013,-0.013,-0.685,
1510937330.057,1.272,-0.292,0.244,0.727,0.001,-0.000,-0.687,
1510937330.066,1.278,-0.289,0.244,0.728,0.008,-0.009,-0.686,
1510937330.074,1.283,-0.290,0.245,0.727,0.008,-0.005,-0.686,
1510937330.082,1.287,-0.290,0.244,0.727,0.011,0.001,-0.687,
1510937330.091,1.294,-0.290,0.244,0.727,0.012,-0.002,-0.687,
1510937330.099,1.302,-0.290,0.245,0.726,0.007,-0.003,-0.688,
1510937330.108,1.306,-0.290,0.244,0.727,0.010,-0.002,-0.687,
1510937330.115,1.314,-0.291,0.244,0.727,0.004,-0.002,-0.687,
1510937330.124,1.317,-0.290,0.244,0.726,0.014,0.001,-0.688,
1510937330.132,1.326,-0.290,0.244,0.727,0.008,-0.004,-0.686,
1510937330.140,1.329,-0.291,0.244,0.725,0.013,0.004,-0.689,
1510937330.149,1.336,-0.290,0.244,0.725,0.010,-0.000,-0.689,
1510937330.157,1.343,-0.291,0.244,0.725,0.009,0.001,-0.689,
1510937330.165,1.349,-0.290,0.244,0.725,0.009,-0.000,-0.689,
1510937330.174,1.357,-0.290,0.244,0.726,0.008,-0.005,-0.688,
1510937330.183,1.364,-0.291,0.245,0.727,0.002,-0.005,-0.687,
1510937330.191,1.367,-0.289,0.244,0.727,0.013,-0.005,-0.686,
1510937330.199,1.376,-0.293,0.244,0.731,-0.003,-0.001,-0.682,
1510937330.208,1.380,-0.291,0.244,0.734,0.007,-0.000,-0.679,
1510937330.216,1.385,-0.291,0.244,0.739,0.007,0.001,-0.674,
1510937330.224,1.392,-0.293,0.244,0.743,0.002,0.002,-0.669,
1510937330.232,1.396,-0.293,0.244,0.748,0.005,0.006,-0.664,
1510937330.241,1.403,-0.293,0.244,0.755,-0.001,0.003,-0.656,
1510937330.249,1.408,-0.293,0.244,0.759,-0.001,0.005,-0.651,
1510937330.257,1.416,-0.294,0.244,0.765,-0.007,0.002,-0.644,
1510937330.266,1.419,-0.293,0.244,0.769,-0.001,0.008,-0.640,
1510937330.274,1.422,-0.293,0.243,0.773,0.001,0.013,-0.634,
1510937330.282,1.428,-0.291,0.243,0.780,0.002,0.008,-0.626,
1510937330.291,1.436,-0.291,0.244,0.786,-0.003,0.007,-0.618,
1510937330.299,1.439,-0.291,0.243,0.790,0.000,0.012,-0.613,
1510937330.307,1.446,-0.290,0.244,0.796,-0.004,0.010,-0.606,
1510937330.316,1.449,-0.285,0.244,0.800,0.005,0.004,-0.599,
1510937330.324,1.455,-0.288,0.244,0.804,-0.003,0.013,-0.594,
1510937330.332,1.461,-0.283,0.243,0.814,-0.001,0.002,-0.581,
1510937330.342,1.466,-0.282,0.243,0.817,-0.000,0.002,-0.577,
1510937330.349,1.470,-0.280,0.244,0.822,0.007,0.002,-0.569,
1510937330.358,1.476,-0.279,0.244,0.831,0.002,0.001,-0.556,
1510937330.366,1.481,-0.276,0.243,0.833,0.003,-0.001,-0.554,
1510937330.374,1.487,-0.276,0.244,0.839,-0.002,-0.000,-0.544,
1510937330.382,1.491,-0.277,0.244,0.843,-0.004,0.005,-0.537,
1510937330.391,1.497,-0.273,0.244,0.848,-0.004,-0.001,-0.530,
1510937330.399,1.499,-0.269,0.243,0.852,0.007,-0.003,-0.524,
1510937330.407,1.503,-0.270,0.243,0.853,0.001,0.007,-0.522,
1510937330.416,1.508,-0.265,0.243,0.860,0.006,-0.002,-0.511,
1510937330.424,1.515,-0.266,0.244,0.862,-0.002,0.002,-0.506,
1510937330.432,1.519,-0.265,0.244,0.866,-0.005,0.004,-0.499,
1510937330.441,1.522,-0.261,0.243,0.871,0.003,0.001,-0.491,
1510937330.449,1.528,-0.259,0.244,0.876,-0.002,-0.002,-0.482,
1510937330.458,1.531,-0.255,0.243,0.880,0.002,-0.002,-0.476,
1510937330.466,1.536,-0.254,0.243,0.882,-0.001,0.001,-0.471,
1510937330.474,1.539,-0.251,0.244,0.885,0.002,0.001,-0.465,
1510937330.483,1.546,-0.250,0.244,0.889,-0.005,0.001,-0.458,
1510937330.491,1.547,-0.247,0.243,0.892,0.002,0.001,-0.451,
1510937330.499,1.552,-0.244,0.243,0.896,0.000,0.001,-0.445,
1510937330.507,1.557,-0.244,0.243,0.898,-0.005,0.005,-0.439,
1510937330.516,1.561,-0.238,0.243,0.903,-0.002,-0.004,-0.431,
1510937330.524,1.565,-0.235,0.244,0.906,-0.001,-0.003,-0.423,
1510937330.532,1.567,-0.233,0.243,0.909,0.002,0.000,-0.416,
1510937330.541,1.571,-0.230,0.243,0.912,0.002,0.000,-0.410,
1510937330.549,1.577,-0.229,0.243,0.914,-0.007,0.001,-0.405,
1510937330.557,1.578,-0.223,0.243,0.919,0.004,-0.001,-0.394,
1510937330.565,1.585,-0.222,0.243,0.922,-0.008,-0.002,-0.388,
1510937330.574,1.588,-0.220,0.243,0.924,-0.005,0.001,-0.383,
1510937330.582,1.592,-0.215,0.243,0.926,-0.004,-0.002,-0.378,
1510937330.591,1.595,-0.213,0.243,0.929,-0.003,-0.000,-0.371,
1510937330.599,1.598,-0.211,0.242,0.931,-0.005,0.003,-0.364,
1510937330.608,1.602,-0.207,0.242,0.934,-0.005,0.000,-0.357,
1510937330.616,1.605,-0.205,0.242,0.936,-0.006,0.003,-0.351,
1510937330.624,1.610,-0.200,0.243,0.940,-0.007,-0.003,-0.342,
1510937330.632,1.612,-0.197,0.243,0.942,-0.006,0.000,-0.336,
1510937330.641,1.616,-0.194,0.242,0.944,-0.007,0.001,-0.329,
1510937330.649,1.617,-0.190,0.242,0.947,-0.002,-0.001,-0.322,
1510937330.657,1.620,-0.187,0.242,0.949,-0.003,0.001,-0.315,
1510937330.665,1.625,-0.184,0.242,0.951,-0.006,0.001,-0.309,
1510937330.674,1.628,-0.181,0.242,0.953,-0.008,0.002,-0.303,
1510937330.682,1.629,-0.175,0.242,0.955,-0.001,-0.003,-0.297,
1510937330.691,1.633,-0.173,0.242,0.957,-0.005,0.002,-0.290,
1510937330.699,1.637,-0.169,0.242,0.959,-0.010,-0.001,-0.284,
1510937330.707,1.639,-0.166,0.242,0.961,-0.008,0.000,-0.275,
1510937330.716,1.642,-0.162,0.242,0.963,-0.008,-0.001,-0.269,
1510937330.724,1.646,-0.159,0.242,0.965,-0.014,0.000,-0.261,
1510937330.733,1.647,-0.155,0.242,0.967,-0.008,0.002,-0.255,
1510937330.741,1.648,-0.150,0.241,0.970,-0.004,-0.000,-0.241,
1510937330.749,1.654,-0.147,0.242,0.973,-0.015,-0.001,-0.231,
1510937330.757,1.656,-0.143,0.242,0.975,-0.012,-0.002,-0.224,
1510937330.765,1.658,-0.139,0.242,0.976,-0.011,-0.003,-0.218,
1510937330.774,1.659,-0.134,0.241,0.977,-0.007,-0.003,-0.213,
1510937330.782,1.662,-0.130,0.242,0.978,-0.008,-0.003,-0.210,
1510937330.791,1.663,-0.127,0.242,0.980,-0.007,-0.001,-0.200,
1510937330.799,1.666,-0.122,0.241,0.981,-0.009,-0.003,-0.195,
1510937330.808,1.668,-0.118,0.241,0.983,-0.008,-0.003,-0.186,
1510937330.816,1.671,-0.115,0.242,0.984,-0.009,-0.002,-0.180,
1510937330.824,1.673,-0.112,0.241,0.985,-0.011,0.000,-0.173,
1510937330.832,1.673,-0.108,0.241,0.986,-0.007,0.000,-0.165,
1510937330.841,1.676,-0.102,0.241,0.987,-0.008,-0.003,-0.157,
1510937330.850,1.678,-0.097,0.241,0.989,-0.008,-0.005,-0.148,
1510937330.858,1.679,-0.093,0.241,0.990,-0.007,-0.005,-0.142,
1510937330.866,1.681,-0.089,0.241,0.991,-0.006,-0.003,-0.135,
1510937330.874,1.682,-0.084,0.241,0.992,-0.006,-0.006,-0.128,
1510937330.882,1.684,-0.080,0.241,0.992,-0.008,-0.005,-0.122,
1510937330.891,1.683,-0.077,0.240,0.993,-0.004,-0.003,-0.117,
1510937330.898,1.686,-0.072,0.241,0.994,-0.008,-0.003,-0.112,
1510937330.908,1.686,-0.069,0.241,0.995,-0.003,-0.001,-0.104,
1510937330.915,1.688,-0.064,0.241,0.996,-0.006,-0.003,-0.094,
1510937330.924,1.691,-0.061,0.241,0.996,-0.009,0.001,-0.088,
1510937330.932,1.691,-0.056,0.241,0.997,-0.008,-0.000,-0.080,
1510937330.941,1.694,-0.052,0.241,0.997,-0.011,0.000,-0.074,
1510937330.949,1.694,-0.049,0.240,0.998,-0.008,0.003,-0.066,
1510937330.957,1.694,-0.042,0.240,0.998,-0.006,-0.002,-0.060,
1510937330.966,1.696,-0.039,0.240,0.999,-0.010,0.000,-0.049,
1510937330.974,1.697,-0.036,0.240,0.999,-0.010,0.002,-0.039,
1510937330.983,1.699,-0.031,0.241,0.999,-0.013,0.001,-0.033,
1510937330.991,1.698,-0.026,0.240,1.000,-0.009,0.001,-0.028,
1510937330.999,1.698,-0.022,0.240,1.000,-0.009,-0.000,-0.022,
1510937331.008,1.700,-0.017,0.240,1.000,-0.013,0.000,-0.015,
1510937331.016,1.701,-0.013,0.240,1.000,-0.012,-0.000,-0.006,
1510937331.024,1.699,-0.009,0.240,1.000,-0.007,0.002,0.002,
1510937331.032,1.700,-0.005,0.240,1.000,-0.008,0.002,0.010,
1510937331.041,1.703,-0.001,0.240,1.000,-0.014,0.003,0.016,
1510937331.049,1.702,0.003,0.240,1.000,-0.012,0.003,0.021,
1510937331.057,1.702,0.009,0.240,0.999,-0.011,-0.001,0.031,
1510937331.066,1.701,0.013,0.240,0.999,-0.008,0.001,0.038,
1510937331.074,1.701,0.018,0.240,0.999,-0.010,-0.002,0.043,
1510937331.082,1.701,0.022,0.240,0.999,-0.007,0.000,0.051,
1510937331.090,1.701,0.027,0.240,0.998,-0.010,-0.000,0.057,
1510937331.099,1.701,0.030,0.240,0.998,-0.009,0.002,0.064,
1510937331.108,1.701,0.034,0.240,0.997,-0.010,0.002,0.072,
1510937331.116,1.703,0.040,0.240,0.997,-0.017,0.000,0.078,
1510937331.124,1.701,0.044,0.240,0.996,-0.012,0.000,0.084,
1510937331.132,1.703,0.049,0.240,0.996,-0.017,-0.001,0.091,
1510937331.140,1.701,0.053,0.240,0.995,-0.015,0.000,0.099,
1510937331.149,1.702,0.058,0.240,0.994,-0.018,0.000,0.108,
1510937331.157,1.700,0.062,0.240,0.993,-0.014,-0.000,0.114,
1510937331.166,1.700,0.066,0.240,0.993,-0.015,0.000,0.120,
1510937331.174,1.699,0.069,0.240,0.992,-0.015,0.003,0.126,
1510937331.182,1.696,0.074,0.240,0.991,-0.011,0.002,0.133,
1510937331.191,1.696,0.077,0.240,0.990,-0.012,0.004,0.142,
1510937331.199,1.697,0.082,0.240,0.988,-0.015,0.002,0.153,
1510937331.207,1.694,0.085,0.240,0.987,-0.011,0.005,0.162,
1510937331.216,1.693,0.090,0.240,0.986,-0.011,0.003,0.166,
1510937331.224,1.693,0.094,0.240,0.985,-0.014,0.003,0.172,
1510937331.232,1.691,0.099,0.240,0.984,-0.011,0.002,0.179,
1510937331.241,1.690,0.103,0.240,0.983,-0.012,0.001,0.185,
1510937331.249,1.689,0.107,0.240,0.981,-0.011,0.002,0.191,
1510937331.258,1.688,0.113,0.240,0.979,-0.013,-0.003,0.202,
1510937331.266,1.686,0.115,0.240,0.979,-0.009,0.003,0.203,
1510937331.274,1.683,0.119,0.240,0.978,-0.008,0.002,0.210,
1510937331.282,1.683,0.123,0.240,0.976,-0.009,0.004,0.217,
1510937331.291,1.681,0.127,0.239,0.975,-0.008,0.004,0.224,
1510937331.299,1.679,0.130,0.239,0.973,-0.007,0.004,0.230,
1510937331.307,1.677,0.135,0.240,0.971,-0.007,0.003,0.239,
1510937331.316,1.676,0.139,0.240,0.969,-0.007,0.003,0.247,
1510937331.324,1.674,0.141,0.239,0.968,-0.005,0.008,0.252,
1510937331.332,1.673,0.145,0.239,0.966,-0.007,0.007,0.259,
1510937331.341,1.672,0.151,0.239,0.964,-0.011,0.004,0.267,
1510937331.349,1.668,0.154,0.239,0.962,-0.005,0.003,0.272,
