Time,Time_ubisense,txeui,seq,X,Y,Z
1510937298.001,1510937298.8461830616,1,209909,0.489,1.556,0.500,
1510937298.020,1510937298.8711845875,1,209910,0.490,1.558,0.500,
1510937298.040,1510937298.8941860199,1,209911,0.490,1.560,0.500,
1510937298.071,1510937298.9211874008,1,209912,0.494,1.572,0.500,
1510937298.101,1510937298.9461886883,1,209913,0.491,1.578,0.500,
1510937298.121,1510937298.9711902142,1,209914,0.495,1.585,0.500,
1510937298.150,1510937298.9961915016,1,209915,0.494,1.594,0.500,
1510937298.171,1510937299.0251932144,1,209916,0.496,1.591,0.499,
1510937298.200,1510937299.0461945534,1,209917,0.497,1.589,0.498,
1510937298.221,1510937299.0751960278,1,209918,0.497,1.589,0.498,
1510937298.251,1510937299.0961973667,1,209919,0.483,1.582,0.498,
1510937298.272,1510937299.1201987267,1,209920,0.479,1.585,0.499,
1510937298.301,1510937299.1462004185,1,209921,0.468,1.549,0.496,
1510937298.321,1510937299.1712014675,1,209922,0.455,1.524,0.498,
1510937298.340,1510937299.1942028999,1,209923,0.439,1.501,0.500,
1510937298.382,1510937299.2212045193,1,209924,0.426,1.486,0.500,
1510937298.401,1510937299.2462060452,1,209925,0.411,1.460,0.500,
1510937298.421,1510937299.2712073326,1,209926,0.398,1.438,0.500,
1510937298.452,1510937299.2962086201,1,209927,0.379,1.417,0.500,
1510937298.471,1510937299.3202102184,1,209928,0.364,1.390,0.500,
1510937298.501,1510937299.3462114334,1,209929,0.356,1.359,0.500,
1510937298.522,1510937299.3702130318,1,209930,0.343,1.332,0.500,
1510937298.551,1510937299.3962144852,1,209931,0.302,1.302,0.500,
1510937298.570,1510937299.4202158451,1,209932,0.273,1.292,0.500,
1510937298.600,1510937299.4462175369,1,209933,0.267,1.258,0.500,
1510937298.620,1510937299.4702186584,1,209934,0.259,1.219,0.500,
1510937298.650,1510937299.4962203503,1,209935,0.252,1.192,0.500,
1510937298.671,1510937299.5212216377,1,209936,0.247,1.166,0.500,
1510937298.702,1510937299.5462231636,1,209937,0.236,1.139,0.500,
1510937298.721,1510937299.5702242851,1,209938,0.233,1.118,0.500,
1510937298.761,1510937299.5972259045,1,209939,0.189,1.085,0.500,
1510937298.771,1510937299.6212275028,1,209940,0.135,1.035,0.500,
1510937298.801,1510937299.6452286243,1,209941,0.139,1.021,0.500,
1510937298.821,1510937299.6722302437,1,209942,0.138,1.014,0.500,
1510937298.851,1510937299.6952314377,1,209943,0.129,0.998,0.500,
1510937298.871,1510937299.7222330570,1,209944,0.130,0.978,0.500,
1510937298.900,1510937299.7472348213,1,209945,0.118,0.962,0.500,
1510937298.921,1510937299.7702360153,1,209946,0.118,0.946,0.500,
1510937298.950,1510937299.7952373028,1,209947,0.112,0.934,0.500,
1510937298.980,1510937299.8202388287,1,209948,0.108,0.918,0.500,
1510937299.000,1510937299.8462402821,1,209949,0.100,0.905,0.500,
1510937299.021,1510937299.8702416420,1,209950,0.105,0.884,0.500,
1510937299.051,1510937299.8962430954,1,209951,0.111,0.859,0.500,
1510937299.071,1510937299.9212446213,1,209952,0.101,0.837,0.500,
1510937299.101,1510937299.9462459087,1,209953,0.091,0.823,0.500,
1510937299.121,1510937299.9712474346,1,209954,0.086,0.800,0.500,
1510937299.141,1510937299.9952487946,1,209955,0.091,0.785,0.500,
1510937299.171,1510937300.0202503204,1,209956,0.082,0.769,0.500,
1510937299.190,1510937300.0442514420,1,209957,0.088,0.757,0.500,
1510937299.221,1510937300.0692532063,1,209958,0.088,0.757,0.500,
1510937299.241,1510937300.0952544212,1,209959,0.088,0.739,0.500,
1510937299.281,1510937300.1212558746,1,209960,0.093,0.703,0.500,
1510937299.301,1510937300.1452572346,1,209961,0.096,0.681,0.500,
1510937299.331,1510937300.1722588539,1,209962,0.093,0.659,0.500,
1510937299.351,1510937300.1962602139,1,209963,0.089,0.644,0.500,
1510937299.371,1510937300.2212617397,1,209964,0.094,0.617,0.500,
1510937299.401,1510937300.2472631931,1,209965,0.091,0.605,0.500,
1510937299.421,1510937300.2702646255,1,209966,0.090,0.582,0.500,
1510937299.452,1510937300.2962658405,1,209967,0.089,0.559,0.500,
1510937299.471,1510937300.3192672729,1,209968,0.089,0.559,0.500,
1510937299.511,1510937300.3462686539,1,209969,0.088,0.533,0.500,
1510937299.522,1510937300.3702702522,1,209970,0.083,0.502,0.500,
1510937299.551,1510937300.3962717056,1,209971,0.074,0.495,0.500,
1510937299.571,1510937300.4212732315,1,209972,0.080,0.464,0.500,
1510937299.601,1510937300.4462747574,1,209973,0.085,0.450,0.500,
1510937299.620,1510937300.4712760448,1,209974,0.086,0.412,0.500,
1510937299.650,1510937300.4962775707,1,209975,0.084,0.400,0.500,
1510937299.671,1510937300.5212786198,1,209976,0.089,0.392,0.500,
1510937299.711,1510937300.5462803841,1,209977,0.085,0.382,0.500,
1510937299.721,1510937300.5712816715,1,209978,0.092,0.369,0.500,
1510937299.751,1510937300.5952830315,1,209979,0.093,0.349,0.500,
1510937299.772,1510937300.6202845573,1,209980,0.093,0.331,0.500,
1510937299.801,1510937300.6462860107,1,209981,0.095,0.309,0.500,
1510937299.821,1510937300.6702876091,1,209982,0.101,0.285,0.500,
1510937299.841,1510937300.6952886581,1,209983,0.094,0.263,0.500,
1510937299.871,1510937300.7202904224,1,209984,0.086,0.244,0.500,
1510937299.891,1510937300.7452917099,1,209985,0.089,0.224,0.500,
1510937299.931,1510937300.7692930698,1,209986,0.090,0.216,0.500,
1510937299.941,1510937300.7952945232,1,209987,0.101,0.197,0.500,
1510937299.971,1510937300.8212959766,1,209988,0.111,0.178,0.500,
1510937299.991,1510937300.8452975750,1,209989,0.117,0.157,0.500,
1510937300.022,1510937300.8712990284,1,209990,0.110,0.144,0.500,
1510937300.061,1510937300.8963003159,1,209991,0.103,0.132,0.500,
1510937300.070,1510937300.9213018417,1,209992,0.106,0.118,0.500,
1510937300.092,1510937300.9443030357,1,209993,0.117,0.101,0.500,
1510937300.121,1510937300.9703044891,1,209994,0.122,0.082,0.500,
1510937300.141,1510937300.9953060150,1,209995,0.118,0.063,0.500,
1510937300.171,1510937301.0203075409,1,209996,0.101,0.032,0.500,
1510937300.201,1510937301.0453088284,1,209997,0.095,-0.041,0.500,
1510937300.231,1510937301.0713102818,1,209998,0.075,-0.136,0.500,
1510937300.251,1510937301.0953116417,1,209999,0.074,-0.187,0.500,
1510937300.280,1510937301.1213130951,1,210000,0.051,-0.195,0.500,
1510937300.301,1510937301.1463146210,1,210001,0.039,-0.189,0.491,
1510937300.321,1510937301.1693158150,1,210002,0.057,-0.199,0.495,
1510937300.341,1510937301.1943173409,1,210003,0.067,-0.206,0.499,
1510937300.381,1510937301.2193186283,1,210004,0.070,-0.205,0.498,
1510937300.402,1510937301.2443203926,1,210005,0.084,-0.217,0.500,
1510937300.412,1510937301.2613210678,1,210006,0.097,-0.233,0.500,
1510937300.442,1510937301.2953231335,1,210007,0.096,-0.249,0.500,
1510937300.462,1510937301.3163242340,1,210008,0.108,-0.259,0.500,
1510937300.483,1510937301.3243248463,1,210009,0.108,-0.261,0.500,
1510937300.502,1510937301.3503262997,1,210010,0.110,-0.263,0.500,
1510937300.522,1510937301.3753278255,1,210011,0.105,-0.266,0.500,
1510937300.552,1510937301.4003291130,1,210012,0.114,-0.280,0.500,
1510937300.572,1510937301.4253306389,1,210013,0.115,-0.294,0.500,
1510937300.602,1510937301.4503319263,1,210014,0.121,-0.312,0.500,
1510937300.632,1510937301.4743335247,1,210015,0.118,-0.321,0.500,
1510937300.652,1510937301.4993348122,1,210016,0.121,-0.335,0.500,
1510937300.672,1510937301.5233364105,1,210017,0.133,-0.355,0.500,
1510937300.712,1510937301.5503377914,1,210018,0.139,-0.376,0.500,
1510937300.722,1510937301.5753390789,1,210019,0.143,-0.394,0.500,
1510937300.752,1510937301.5993404388,1,210020,0.138,-0.412,0.500,
1510937300.782,1510937301.6313424110,1,210021,0.136,-0.435,0.500,
1510937300.802,1510937301.6503434181,1,210022,0.142,-0.455,0.500,
1510937300.832,1510937301.6813452244,1,210023,0.140,-0.475,0.500,
1510937300.852,1510937301.7003462315,1,210024,0.146,-0.495,0.500,
1510937300.882,1510937301.7263479233,1,210025,0.145,-0.511,0.500,
1510937300.902,1510937301.7513492107,1,210026,0.134,-0.523,0.500,
1510937300.932,1510937301.7763507366,1,210027,0.137,-0.547,0.500,
1510937300.952,1510937301.8023521900,1,210028,0.144,-0.570,0.500,
1510937300.972,1510937301.8253536224,1,210029,0.149,-0.582,0.500,
1510937301.002,1510937301.8493547440,1,210030,0.153,-0.594,0.500,
1510937301.022,1510937301.8753564358,1,210031,0.161,-0.620,0.500,
1510937301.062,1510937301.9003577232,1,210032,0.173,-0.641,0.500,
1510937301.072,1510937301.9243590832,1,210033,0.180,-0.663,0.500,
1510937301.093,1510937301.9413602352,1,210034,0.181,-0.684,0.500,
1510937301.122,1510937301.9753618240,1,210035,0.191,-0.706,0.500,
1510937301.152,1510937302.0003635883,1,210036,0.176,-0.719,0.500,
1510937301.172,1510937302.0263650417,1,210037,0.183,-0.739,0.500,
1510937301.202,1510937302.0513663292,1,210038,0.179,-0.759,0.500,
1510937301.222,1510937302.0763678551,1,210039,0.169,-0.788,0.500,
1510937301.262,1510937302.1013691425,1,210040,0.176,-0.802,0.500,
1510937301.272,1510937302.1253707409,1,210041,0.191,-0.821,0.500,
1510937301.302,1510937302.1493718624,1,210042,0.194,-0.836,0.500,
1510937301.322,1510937302.1763734818,1,210043,0.190,-0.855,0.500,
1510937301.352,1510937302.1993746758,1,210044,0.208,-0.870,0.500,
1510937301.372,1510937302.2263762951,1,210045,0.208,-0.878,0.500,
1510937301.402,1510937302.2513778210,1,210046,0.212,-0.891,0.500,
1510937301.422,1510937302.2753791809,1,210047,0.211,-0.903,0.500,
1510937301.462,1510937302.3013806343,1,210048,0.198,-0.936,0.500,
1510937301.472,1510937302.3263821602,1,210049,0.204,-0.955,0.500,
1510937301.502,1510937302.3513834476,1,210050,0.211,-0.977,0.500,
1510937301.532,1510937302.3763849735,1,210051,0.193,-1.007,0.500,
1510937301.552,1510937302.4003863335,1,210052,0.186,-1.009,0.500,
1510937301.572,1510937302.4263880253,1,210053,0.172,-1.023,0.500,
1510937301.602,1510937302.4513890743,1,210054,0.193,-1.051,0.500,
1510937301.633,1510937302.4753906727,1,210055,0.208,-1.078,0.500,
1510937301.653,1510937302.5013921261,1,210056,0.209,-1.081,0.500,
1510937301.673,1510937302.5253934860,1,210057,0.196,-1.115,0.500,
1510937301.703,1510937302.5503950119,1,210058,0.210,-1.135,0.500,
1510937301.723,1510937302.5753962994,1,210059,0.213,-1.154,0.500,
1510937301.753,1510937302.6003978252,1,210060,0.213,-1.164,0.500,
1510937301.773,1510937302.6263990402,1,210061,0.226,-1.189,0.500,
1510937301.804,1510937302.6504006386,1,210062,0.212,-1.220,0.500,
1510937301.823,1510937302.6764020920,1,210063,0.208,-1.246,0.500,
1510937301.853,1510937302.7004034519,1,210064,0.214,-1.256,0.500,
1510937301.883,1510937302.7254049778,1,210065,0.201,-1.285,0.500,
1510937301.903,1510937302.7514064312,1,210066,0.220,-1.302,0.500,
1510937301.923,1510937302.7764079571,1,210067,0.222,-1.309,0.500,
1510937301.953,1510937302.8014092445,1,210068,0.224,-1.320,0.500,
1510937301.974,1510937302.8254108429,1,210069,0.225,-1.345,0.500,
1510937302.014,1510937302.8514120579,1,210070,0.230,-1.345,0.500,
1510937302.033,1510937302.8764135838,1,210071,0.232,-1.348,0.500,
1510937302.063,1510937302.9014151096,1,210072,0.240,-1.343,0.500,
1510937302.073,1510937302.9254162312,1,210073,0.232,-1.362,0.500,
1510937302.103,1510937302.9514179230,1,210074,0.239,-1.360,0.500,
1510937302.124,1510937302.9754190445,1,210075,0.220,-1.387,0.500,
1510937302.163,1510937303.0014207363,1,210076,0.227,-1.387,0.500,
1510937302.173,1510937303.0254220963,1,210077,0.240,-1.396,0.500,
1510937302.203,1510937303.0514235497,1,210078,0.237,-1.413,0.500,
1510937302.223,1510937303.0764250755,1,210079,0.249,-1.414,0.500,
1510937302.253,1510937303.1014263630,1,210080,0.242,-1.433,0.500,
1510937302.273,1510937303.1264278889,1,210081,0.253,-1.433,0.500,
1510937302.303,1510937303.1494290829,1,210082,0.262,-1.441,0.500,
1510937302.323,1510937303.1744308472,1,210083,0.272,-1.448,0.500,
1510937302.353,1510937303.2014322281,1,210084,0.276,-1.461,0.500,
1510937302.374,1510937303.2264335155,1,210085,0.280,-1.462,0.500,
1510937302.403,1510937303.2514350414,1,210086,0.266,-1.485,0.500,
1510937302.423,1510937303.2764363289,1,210087,0.264,-1.498,0.500,
1510937302.453,1510937303.3014378548,1,210088,0.269,-1.512,0.500,
1510937302.473,1510937303.3264393806,1,210089,0.267,-1.517,0.500,
1510937302.503,1510937303.3514406681,1,210090,0.261,-1.529,0.500,
1510937302.523,1510937303.3764421940,1,210091,0.254,-1.542,0.500,
1510937302.553,1510937303.4014434814,1,210092,0.254,-1.543,0.500,
1510937302.573,1510937303.4264452457,1,210093,0.249,-1.545,0.500,
1510937302.603,1510937303.4514462948,1,210094,0.251,-1.547,0.500,
1510937302.624,1510937303.4764478207,1,210095,0.250,-1.553,0.500,
1510937302.653,1510937303.5004491806,1,210096,0.252,-1.555,0.500,
1510937302.673,1510937303.5254507065,1,210097,0.255,-1.551,0.500,
1510937302.703,1510937303.5504522324,1,210098,0.256,-1.558,0.500,
1510937302.723,1510937303.5754535198,1,210099,0.260,-1.554,0.500,
1510937302.753,1510937303.6004550457,1,210100,0.265,-1.547,0.500,
1510937302.773,1510937303.6234562397,1,210101,0.265,-1.547,0.500,
1510937302.803,1510937303.6494579315,1,210102,0.274,-1.541,0.500,
1510937302.823,1510937303.6754593849,1,210103,0.285,-1.539,0.494,
1510937302.853,1510937303.6994607449,1,210104,0.294,-1.526,0.499,
1510937302.874,1510937303.7244620323,1,210105,0.315,-1.531,0.498,
1510937302.903,1510937303.7504634857,1,210106,0.323,-1.533,0.500,
1510937302.923,1510937303.7754652500,1,210107,0.336,-1.541,0.499,
1510937302.953,1510937303.7984664440,1,210108,0.348,-1.547,0.500,
1510937302.973,1510937303.8184676170,1,210109,0.348,-1.547,0.500,
1510937302.983,1510937303.8234677315,1,210110,0.369,-1.538,0.498,
1510937303.003,1510937303.8564696312,1,210111,0.403,-1.556,0.500,
1510937303.033,1510937303.8804712296,1,210112,0.415,-1.556,0.500,
1510937303.053,1510937303.9064724445,1,210113,0.439,-1.562,0.500,
1510937303.083,1510937303.9294738770,1,210114,0.453,-1.558,0.499,
1510937303.103,1510937303.9564752579,1,210115,0.480,-1.541,0.500,
1510937303.143,1510937303.9804766178,1,210116,0.498,-1.553,0.500,
1510937303.153,1510937304.0044782162,1,210117,0.523,-1.545,0.500,
1510937303.183,1510937304.0314795971,1,210118,0.545,-1.558,0.500,
1510937303.203,1510937304.0544810295,1,210119,0.545,-1.558,0.500,
1510937303.233,1510937304.0814826488,1,210120,0.575,-1.574,0.500,
1510937303.253,1510937304.1054840088,1,210121,0.606,-1.582,0.500,
1510937303.283,1510937304.1294851303,1,210122,0.628,-1.592,0.500,
1510937303.303,1510937304.1544866562,1,210123,0.646,-1.572,0.500,
1510937303.333,1510937304.1784880161,1,210124,0.646,-1.572,0.500,
1510937303.363,1510937304.2094898224,1,210125,0.646,-1.572,0.500,
1510937303.383,1510937304.2304911613,1,210126,0.685,-1.575,0.500,
1510937303.413,1510937304.2614927292,1,210127,0.735,-1.554,0.500,
1510937303.433,1510937304.2804939747,1,210128,0.773,-1.573,0.500,
1510937303.463,1510937304.3054952621,1,210129,0.802,-1.583,0.500,
1510937303.483,1510937304.3304967880,1,210130,0.824,-1.574,0.500,
1510937303.503,1510937304.3554980755,1,210131,0.854,-1.561,0.500,
1510937303.533,1510937304.3804996014,1,210132,0.881,-1.576,0.500,
1510937303.563,1510937304.4055011272,1,210133,0.897,-1.576,0.500,
1510937303.583,1510937304.4305024147,1,210134,0.931,-1.562,0.500,
1510937303.603,1510937304.4525036812,1,210135,0.931,-1.562,0.500,
1510937303.633,1510937304.4795050621,1,210136,0.951,-1.568,0.500,
1510937303.663,1510937304.5055067539,1,210137,0.978,-1.550,0.500,
1510937303.683,1510937304.5305082798,1,210138,0.999,-1.539,0.500,
1510937303.703,1510937304.5545096397,1,210139,1.007,-1.539,0.500,
1510937303.733,1510937304.5815110207,1,210140,1.022,-1.533,0.500,
1510937303.753,1510937304.6055123806,1,210141,1.043,-1.548,0.500,
1510937303.783,1510937304.6315138340,1,210142,1.059,-1.535,0.500,
1510937303.803,1510937304.6555154324,1,210143,1.071,-1.530,0.500,
1510937303.833,1510937304.6805167198,1,210144,1.081,-1.535,0.500,
1510937303.853,1510937304.7055182457,1,210145,1.089,-1.537,0.500,
1510937303.883,1510937304.7305195332,1,210146,1.105,-1.529,0.500,
1510937303.903,1510937304.7555210590,1,210147,1.125,-1.522,0.500,
1510937303.933,1510937304.7805225849,1,210148,1.138,-1.521,0.500,
1510937303.956,1510937304.8045239449,1,210149,1.159,-1.513,0.500,
1510937303.976,1510937304.8305253983,1,210150,1.183,-1.533,0.500,
1510937304.007,1510937304.8555266857,1,210151,1.200,-1.532,0.500,
1510937304.026,1510937304.8805284500,1,210152,1.212,-1.555,0.500,
1510937304.056,1510937304.9055294991,1,210153,1.238,-1.543,0.500,
1510937304.086,1510937304.9285309315,1,210154,1.250,-1.540,0.500,
1510937304.106,1510937304.9545323849,1,210155,1.273,-1.549,0.500,
1510937304.126,1510937304.9785339832,1,210156,1.285,-1.555,0.500,
1510937304.156,1510937305.0045354366,1,210157,1.313,-1.558,0.500,
1510937304.176,1510937305.0295367241,1,210158,1.330,-1.556,0.500,
1510937304.206,1510937305.0545382500,1,210159,1.288,-1.669,0.492,
1510937304.226,1510937305.0775394440,1,210160,1.288,-1.669,0.492,
1510937304.256,1510937305.1045410633,1,210161,1.364,-1.670,0.500,
1510937304.276,1510937305.1295423508,1,210162,1.416,-1.655,0.500,
1510937304.306,1510937305.1545438766,1,210163,1.441,-1.614,0.500,
1510937304.327,1510937305.1795454025,1,210164,1.465,-1.582,0.500,
1510937304.357,1510937305.2045466900,1,210165,1.519,-1.573,0.500,
1510937304.387,1510937305.2295482159,1,210166,1.562,-1.562,0.500,
1510937304.407,1510937305.2545495033,1,210167,1.604,-1.555,0.500,
1510937304.428,1510937305.2795510292,1,210168,1.648,-1.542,0.500,
1510937304.457,1510937305.3045523167,1,210169,1.684,-1.522,0.500,
1510937304.477,1510937305.3295538425,1,210170,1.714,-1.504,0.500,
1510937304.507,1510937305.3535552025,1,210171,1.732,-1.462,0.500,
1510937304.527,1510937305.3795566559,1,210172,1.763,-1.458,0.500,
1510937304.557,1510937305.4045581818,1,210173,1.794,-1.451,0.500,
1510937304.577,1510937305.4275596142,1,210174,1.794,-1.451,0.500,
1510937304.608,1510937305.4545612335,1,210175,1.812,-1.440,0.500,
1510937304.627,1510937305.4795622826,1,210176,1.826,-1.439,0.500,
1510937304.657,1510937305.5025639534,1,210177,1.832,-1.432,0.500,
1510937304.677,1510937305.5285651684,1,210178,1.833,-1.436,0.500,
1510937304.707,1510937305.5525667667,1,210179,1.834,-1.439,0.500,
1510937304.727,1510937305.5785682201,1,210180,1.835,-1.441,0.500,
1510937304.757,1510937305.6045694351,1,210181,1.832,-1.439,0.499,
1510937304.788,1510937305.6295711994,1,210182,1.832,-1.431,0.500,
1510937304.807,1510937305.6545722485,1,210183,1.833,-1.427,0.500,
1510937304.827,1510937305.6795740128,1,210184,1.833,-1.423,0.500,
1510937304.858,1510937305.7035753727,1,210185,1.839,-1.413,0.500,
1510937304.877,1510937305.7275767326,1,210186,1.831,-1.415,0.497,
1510937304.907,1510937305.7545783520,1,210187,1.830,-1.404,0.499,
1510937304.937,1510937305.7795796394,1,210188,1.808,-1.394,0.496,
1510937304.957,1510937305.8045811653,1,210189,1.785,-1.395,0.493,
1510937304.977,1510937305.8295824528,1,210190,1.776,-1.386,0.494,
1510937305.007,1510937305.8545839787,1,210191,1.762,-1.370,0.496,
1510937305.027,1510937305.8795852661,1,210192,1.749,-1.356,0.500,
1510937305.057,1510937305.9035866261,1,210193,1.729,-1.342,0.500,
1510937305.077,1510937305.9285881519,1,210194,1.709,-1.340,0.500,
1510937305.108,1510937305.9535894394,1,210195,1.687,-1.317,0.500,
1510937305.127,1510937305.9795911312,1,210196,1.662,-1.297,0.500,
1510937305.157,1510937306.0035922527,1,210197,1.640,-1.280,0.500,
1510937305.178,1510937306.0295939445,1,210198,1.617,-1.269,0.500,
1510937305.207,1510937306.0545952320,1,210199,1.593,-1.256,0.500,
1510937305.227,1510937306.0765967369,1,210200,1.593,-1.256,0.500,
1510937305.257,1510937306.1045982838,1,210201,1.569,-1.244,0.500,
1510937305.277,1510937306.1285996437,1,210202,1.550,-1.229,0.500,
1510937305.307,1510937306.1546010971,1,210203,1.524,-1.220,0.500,
1510937305.327,1510937306.1796026230,1,210204,1.511,-1.210,0.500,
1510937305.358,1510937306.2036039829,1,210205,1.497,-1.201,0.500,
1510937305.387,1510937306.2296054363,1,210206,1.480,-1.185,0.500,
1510937305.407,1510937306.2546067238,1,210207,1.470,-1.172,0.500,
1510937305.437,1510937306.2806084156,1,210208,1.466,-1.149,0.500,
1510937305.457,1510937306.3046095371,1,210209,1.475,-1.150,0.497,
1510937305.477,1510937306.3256106377,1,210210,1.464,-1.132,0.500,
1510937305.487,1510937306.3296110630,1,210211,1.468,-1.116,0.500,
1510937305.507,1510937306.3606126308,1,210212,1.463,-1.101,0.500,
1510937305.538,1510937306.3846142292,1,210213,1.466,-1.091,0.500,
1510937305.557,1510937306.4106156826,1,210214,1.466,-1.078,0.500,
1510937305.587,1510937306.4346170425,1,210215,1.458,-1.074,0.500,
1510937305.617,1510937306.4606187344,1,210216,1.458,-1.065,0.500,
1510937305.640,1510937306.4846198559,1,210217,1.457,-1.056,0.500,
1510937305.659,1510937306.5076210499,1,210218,1.463,-1.058,0.499,
1510937305.689,1510937306.5346226692,1,210219,1.471,-1.040,0.500,
1510937305.710,1510937306.5596244335,1,210220,1.478,-1.035,0.500,
1510937305.729,1510937306.5836255550,1,210221,1.477,-1.032,0.500,
1510937305.759,1510937306.6096272469,1,210222,1.484,-1.033,0.500,
1510937305.789,1510937306.6356287003,1,210223,1.495,-1.017,0.500,
1510937305.809,1510937306.6606299877,1,210224,1.508,-1.013,0.500,
1510937305.839,1510937306.6846315861,1,210225,1.507,-1.013,0.500,
1510937305.859,1510937306.7106330395,1,210226,1.506,-1.013,0.500,
1510937305.889,1510937306.7346343994,1,210227,1.515,-1.007,0.500,
1510937305.919,1510937306.7656359673,1,210228,1.525,-0.996,0.500,
1510937305.939,1510937306.7856371403,1,210229,1.529,-0.995,0.500,
1510937305.960,1510937306.8096385002,1,210230,1.526,-0.993,0.500,
1510937305.989,1510937306.8356399536,1,210231,1.522,-0.994,0.500,
1510937306.009,1510937306.8586413860,1,210232,1.521,-1.003,0.500,
1510937306.033,1510937306.8846428394,1,210233,1.509,-0.996,0.499,
1510937306.063,1510937306.9096443653,1,210234,1.502,-0.991,0.500,
1510937306.093,1510937306.9346456528,1,210235,1.493,-0.986,0.500,
1510937306.113,1510937306.9596471786,1,210236,1.487,-0.985,0.500,
1510937306.133,1510937306.9846484661,1,210237,1.468,-0.971,0.500,
1510937306.163,1510937307.0096499920,1,210238,1.458,-0.971,0.500,
1510937306.183,1510937307.0346515179,1,210239,1.429,-0.992,0.500,
1510937306.213,1510937307.0596528053,1,210240,1.421,-0.998,0.500,
1510937306.243,1510937307.0836544037,1,210241,1.410,-0.994,0.500,
1510937306.273,1510937307.1086554527,1,210242,1.395,-1.007,0.500,
1510937306.293,1510937307.1346571445,1,210243,1.384,-1.014,0.500,
1510937306.323,1510937307.1596584320,1,210244,1.370,-1.014,0.500,
1510937306.343,1510937307.1846599579,1,210245,1.363,-1.015,0.500,
1510937306.363,1510937307.2086613178,1,210246,1.340,-1.032,0.500,
1510937306.383,1510937307.2346627712,1,210247,1.314,-1.014,0.500,
1510937306.413,1510937307.2586643696,1,210248,1.299,-1.007,0.500,
1510937306.433,1510937307.2846658230,1,210249,1.281,-0.996,0.500,
1510937306.463,1510937307.3086671829,1,210250,1.272,-0.995,0.500,
1510937306.483,1510937307.3346686363,1,210251,1.256,-1.006,0.500,
1510937306.514,1510937307.3596699238,1,210252,1.239,-1.018,0.500,
1510937306.533,1510937307.3836712837,1,210253,1.216,-1.003,0.500,
1510937306.563,1510937307.4086728096,1,210254,1.205,-1.010,0.500,
1510937306.583,1510937307.4346742630,1,210255,1.185,-1.016,0.500,
1510937306.623,1510937307.4596757889,1,210256,1.174,-1.012,0.500,
1510937306.633,1510937307.4836771488,1,210257,1.150,-0.998,0.500,
1510937306.663,1510937307.5076782703,1,210258,1.137,-1.000,0.500,
1510937306.683,1510937307.5346798897,1,210259,1.107,-1.004,0.500,
1510937306.723,1510937307.5586814880,1,210260,1.087,-0.994,0.500,
1510937306.743,1510937307.5846827030,1,210261,1.055,-0.972,0.500,
1510937306.773,1510937307.6086843014,1,210262,1.033,-0.965,0.500,
1510937306.783,1510937307.6346857548,1,210263,1.006,-0.985,0.500,
1510937306.814,1510937307.6596870422,1,210264,0.989,-0.997,0.500,
1510937306.835,1510937307.6846888065,1,210265,0.967,-1.002,0.500,
1510937306.864,1510937307.7096898556,1,210266,0.942,-1.009,0.500,
1510937306.894,1510937307.7356915474,1,210267,0.910,-0.983,0.500,
1510937306.905,1510937307.7596929073,1,210268,0.891,-0.990,0.500,
1510937306.944,1510937307.7846944332,1,210269,0.876,-0.993,0.500,
1510937306.964,1510937307.8096957207,1,210270,0.860,-0.997,0.500,
1510937306.984,1510937307.8346972466,1,210271,0.835,-1.003,0.500,
1510937307.014,1510937307.8596987724,1,210272,0.811,-1.009,0.500,
1510937307.034,1510937307.8846998215,1,210273,0.794,-1.008,0.500,
1510937307.064,1510937307.9097015858,1,210274,0.769,-1.004,0.500,
1510937307.085,1510937307.9347028732,1,210275,0.746,-1.000,0.500,
1510937307.130,1510937307.9597043991,1,210276,0.737,-0.984,0.500,
1510937307.137,1510937307.9773042202,1,210277,0.741,-0.994,0.500,
1510937307.168,1510937308.0085046291,1,210278,0.745,-0.990,0.499,
1510937307.184,1510937308.0241045952,1,210279,0.746,-0.988,0.499,
1510937307.216,1510937308.0563046932,1,210280,0.745,-0.989,0.499,
1510937307.232,1510937308.0719046593,1,210281,0.746,-0.988,0.499,
1510937307.257,1510937308.1091051102,1,210282,0.586,-1.068,0.500,
1510937307.288,1510937308.1351065636,1,210283,0.563,-1.034,0.500,
1510937307.307,1510937308.1591079235,1,210284,0.546,-1.000,0.500,
1510937307.338,1510937308.1781091690,1,210285,0.535,-0.928,0.500,
1510937307.369,1510937308.1937091351,1,210286,0.510,-0.900,0.500,
1510937307.400,1510937308.2249090672,1,210287,0.515,-0.846,0.500,
1510937307.416,1510937308.2561092377,1,210288,0.488,-0.836,0.500,
1510937307.432,1510937308.2717092037,1,210289,0.465,-0.826,0.500,
1510937307.457,1510937308.3089094162,1,210290,0.447,-0.809,0.500,
1510937307.487,1510937308.3339111805,1,210291,0.437,-0.780,0.500,
1510937307.507,1510937308.3589122295,1,210292,0.422,-0.773,0.500,
1510937307.537,1510937308.3829138279,1,210293,0.405,-0.762,0.500,
1510937307.557,1510937308.4079151154,1,210294,0.407,-0.750,0.500,
1510937307.604,1510937308.4289162159,1,210295,0.414,-0.741,0.500,
1510937307.604,1510937308.4445164204,1,210296,0.414,-0.748,0.497,
1510937307.636,1510937308.4757165909,1,210297,0.417,-0.752,0.495,
1510937307.656,1510937308.5093176365,1,210298,0.421,-0.746,0.492,
