Time,Time_ubisense,txeui,seq,X,Y,Z
1510937357.616,1510937358.4570999146,1,212307,1.778,1.348,0.500,
1510937357.648,1510937358.4883000851,1,212308,1.775,1.352,0.500,
1510937357.667,1510937358.5209012032,1,212309,1.770,1.365,0.500,
1510937357.697,1510937358.5459024906,1,212310,1.768,1.371,0.500,
1510937357.718,1510937358.5709040165,1,212311,1.920,1.369,0.500,
1510937357.751,1510937358.5915043354,1,212312,1.901,1.372,0.491,
1510937357.782,1510937358.6071043015,1,212313,1.849,1.399,0.500,
1510937357.797,1510937358.6383042336,1,212314,1.798,1.407,0.500,
1510937357.829,1510937358.6695044041,1,212315,1.756,1.421,0.500,
1510937357.844,1510937358.6851043701,1,212316,1.710,1.428,0.500,
1510937357.875,1510937358.7163045406,1,212317,1.681,1.431,0.500,
1510937357.901,1510937358.7319045067,1,212318,1.647,1.439,0.500,
1510937357.935,1510937358.7675056458,1,212319,1.619,1.446,0.500,
1510937357.950,1510937358.7911062241,1,212320,1.592,1.452,0.500,
1510937357.981,1510937358.8223063946,1,212321,1.575,1.466,0.500,
1510937357.997,1510937358.8379063606,1,212322,1.555,1.462,0.500,
1510937358.017,1510937358.8705072403,1,212323,1.548,1.465,0.500,
1510937358.047,1510937358.8965086937,1,212324,1.531,1.473,0.500,
1510937358.074,1510937358.9185099602,1,212325,1.524,1.470,0.500,
1510937358.088,1510937358.9215102196,1,212326,1.513,1.464,0.500,
1510937358.098,1510937358.9515118599,1,212327,1.439,1.621,0.500,
1510937358.123,1510937358.9635126591,1,212328,1.421,1.592,0.488,
1510937358.155,1510937358.9947128296,1,212329,1.429,1.567,0.469,
1510937358.185,1510937359.0259127617,1,212330,1.419,1.544,0.467,
1510937358.202,1510937359.0415127277,1,212331,1.416,1.532,0.462,
1510937358.223,1510937359.0641131401,1,212332,1.406,1.523,0.463,
1510937358.254,1510937359.0953130722,1,212333,1.396,1.515,0.462,
1510937358.271,1510937359.1109130383,1,212334,1.379,1.505,0.464,
1510937358.302,1510937359.1421134472,1,212335,1.372,1.499,0.464,
1510937358.327,1510937359.1677138805,1,212336,1.356,1.502,0.466,
1510937358.374,1510937359.1989138126,1,212337,1.347,1.492,0.466,
1510937358.390,1510937359.2301139832,1,212338,1.337,1.485,0.465,
1510937358.399,1510937359.2517142296,1,212339,1.326,1.483,0.464,
1510937358.435,1510937359.2757158279,1,212340,1.306,1.485,0.466,
1510937358.450,1510937359.2913157940,1,212341,1.285,1.471,0.469,
1510937358.483,1510937359.3225159645,1,212342,1.263,1.461,0.474,
1510937358.497,1510937359.3381159306,1,212343,1.251,1.465,0.475,
1510937358.525,1510937359.3657164574,1,212344,1.230,1.471,0.479,
1510937358.571,1510937359.3969166279,1,212345,1.212,1.472,0.482,
1510937358.587,1510937359.4125168324,1,212346,1.201,1.467,0.483,
1510937358.603,1510937359.4437167645,1,212347,1.172,1.463,0.486,
1510937358.644,1510937359.4749166965,1,212348,1.149,1.463,0.492,
1510937358.654,1510937359.5015175343,1,212349,1.138,1.460,0.494,
1510937358.684,1510937359.5265188217,1,212350,1.120,1.460,0.498,
1510937358.715,1510937359.5525202751,1,212351,1.105,1.459,0.500,
1510937358.726,1510937359.5775218010,1,212352,1.078,1.463,0.500,
1510937358.745,1510937359.5995230675,1,212353,1.062,1.459,0.500,
1510937358.773,1510937359.6135239601,1,212354,1.041,1.455,0.500,
1510937358.804,1510937359.6447238922,1,212355,1.023,1.455,0.500,
1510937358.835,1510937359.6759238243,1,212356,1.006,1.456,0.500,
1510937358.851,1510937359.6915240288,1,212357,1.004,1.442,0.499,
1510937358.870,1510937359.7261252403,1,212358,0.973,1.456,0.500,
1510937358.911,1510937359.7511265278,1,212359,0.954,1.454,0.500,
1510937358.921,1510937359.7761278152,1,212360,0.935,1.454,0.500,
1510937358.952,1510937359.8011293411,1,212361,0.914,1.453,0.500,
1510937358.975,1510937359.8141300678,1,212362,0.896,1.452,0.500,
1510937359.004,1510937359.8453302383,1,212363,0.877,1.442,0.500,
1510937359.021,1510937359.8609304428,1,212364,0.861,1.436,0.500,
1510937359.055,1510937359.9011306763,1,212365,0.842,1.425,0.500,
1510937359.086,1510937359.9261324406,1,212366,0.831,1.417,0.500,
1510937359.105,1510937359.9501335621,1,212367,0.813,1.414,0.500,
1510937359.125,1510937359.9761350155,1,212368,0.795,1.408,0.500,
1510937359.145,1510937360.0011365414,1,212369,0.771,1.418,0.500,
1510937359.173,1510937360.0141370296,1,212370,0.757,1.412,0.500,
1510937359.207,1510937360.0473375320,1,212371,0.740,1.406,0.500,
1510937359.238,1510937360.0629374981,1,212372,0.735,1.382,0.500,
1510937359.249,1510937360.1021380424,1,212373,0.738,1.330,0.500,
1510937359.277,1510937360.1271393299,1,212374,0.740,1.285,0.500,
1510937359.310,1510937360.1521406174,1,212375,0.731,1.297,0.497,
1510937359.329,1510937360.1771423817,1,212376,0.724,1.282,0.500,
1510937359.349,1510937360.2021434307,1,212377,0.716,1.284,0.500,
1510937359.395,1510937360.2201447487,1,212378,0.713,1.263,0.500,
1510937359.410,1510937360.2513446808,1,212379,0.705,1.271,0.500,
1510937359.426,1510937360.2669446468,1,212380,0.689,1.269,0.500,
1510937359.452,1510937360.3011450768,1,212381,0.676,1.277,0.499,
1510937359.472,1510937360.3261463642,1,212382,0.687,1.260,0.496,
1510937359.521,1510937360.3511478901,1,212383,0.672,1.207,0.497,
1510937359.525,1510937360.3661487103,1,212384,0.663,1.219,0.494,
1510937359.557,1510937360.3973486423,1,212385,0.659,1.219,0.494,
1510937359.572,1510937360.4129488468,1,212386,0.646,1.218,0.495,
1510937359.604,1510937360.4451489449,1,212387,0.608,1.250,0.498,
1510937359.621,1510937360.4763488770,1,212388,0.590,1.270,0.500,
1510937359.662,1510937360.4919490814,1,212389,0.593,1.272,0.500,
1510937359.672,1510937360.5255498886,1,212390,0.594,1.260,0.499,
1510937359.712,1510937360.5495514870,1,212391,0.595,1.254,0.498,
1510937359.737,1510937360.5735528469,1,212392,0.595,1.254,0.498,
1510937359.752,1510937360.5931532383,1,212393,0.594,1.243,0.500,
1510937359.784,1510937360.6243531704,1,212394,0.588,1.236,0.500,
1510937359.799,1510937360.6399531364,1,212395,0.584,1.231,0.500,
1510937359.830,1510937360.6711530685,1,212396,0.614,1.200,0.494,
1510937359.846,1510937360.6867530346,1,212397,0.622,1.187,0.493,
1510937359.877,1510937360.7179532051,1,212398,0.607,1.191,0.491,
1510937359.903,1510937360.7511534691,1,212399,0.609,1.197,0.490,
1510937359.945,1510937360.7731547356,1,212400,0.609,1.197,0.490,
1510937359.945,1510937360.7851552963,1,212401,0.574,1.227,0.493,
1510937359.975,1510937360.8163554668,1,212402,0.538,1.224,0.494,
1510937360.001,1510937360.8495554924,1,212403,0.511,1.218,0.496,
1510937360.021,1510937360.8765571117,1,212404,0.484,1.213,0.499,
1510937360.051,1510937360.8995583057,1,212405,0.449,1.217,0.500,
1510937360.071,1510937360.9255599976,1,212406,0.424,1.221,0.500,
1510937360.101,1510937360.9495613575,1,212407,0.424,1.221,0.500,
1510937360.124,1510937360.9635622501,1,212408,0.392,1.215,0.500,
1510937360.171,1510937360.9947621822,1,212409,0.361,1.219,0.500,
1510937360.171,1510937361.0103623867,1,212410,0.334,1.196,0.500,
1510937360.202,1510937361.0415623188,1,212411,0.314,1.172,0.500,
1510937360.223,1510937361.0641627312,1,212412,0.289,1.174,0.500,
1510937360.254,1510937361.0953626633,1,212413,0.261,1.168,0.500,
1510937360.270,1510937361.1109626293,1,212414,0.250,1.158,0.500,
1510937360.301,1510937361.1421627998,1,212415,0.225,1.151,0.500,
1510937360.329,1510937361.1697635651,1,212416,0.212,1.143,0.500,
1510937360.360,1510937361.2009634972,1,212417,0.104,1.181,0.500,
1510937360.391,1510937361.2165634632,1,212418,0.101,1.181,0.500,
1510937360.401,1510937361.2507638931,1,212419,0.095,1.171,0.500,
1510937360.435,1510937361.2747650146,1,212420,0.088,1.154,0.500,
1510937360.450,1510937361.2913653851,1,212421,0.085,1.150,0.500,
1510937360.496,1510937361.3225653172,1,212422,0.085,1.150,0.500,
1510937360.498,1510937361.3381655216,1,212423,0.078,1.136,0.500,
1510937360.527,1510937361.3677663803,1,212424,0.230,1.075,0.402,
1510937360.558,1510937361.3989663124,1,212425,0.217,1.058,0.403,
1510937360.574,1510937361.4145662785,1,212426,0.193,1.053,0.404,
1510937360.574,1510937361.4145662785,1,212427,0.186,1.045,0.406,
1510937360.605,1510937361.4457664490,1,212428,0.169,1.049,0.407,
1510937360.646,1510937361.4769663811,1,212429,0.157,1.025,0.410,
1510937360.656,1510937361.5055670738,1,212430,0.147,1.019,0.413,
1510937360.676,1510937361.5295684338,1,212431,0.135,1.009,0.416,
1510937360.706,1510937361.5545699596,1,212432,0.123,0.992,0.420,
1510937360.726,1510937361.5795714855,1,212433,0.110,0.968,0.426,
1510937360.757,1510937361.6045727730,1,212434,0.099,0.950,0.432,
1510937360.788,1510937361.6291735172,1,212435,0.089,0.937,0.437,
1510937360.804,1510937361.6447734833,1,212436,0.071,0.921,0.444,
1510937360.835,1510937361.6759734154,1,212437,0.065,0.915,0.447,
1510937360.851,1510937361.6915736198,1,212438,0.057,0.901,0.451,
1510937360.882,1510937361.7301747799,1,212439,0.044,0.886,0.457,
1510937360.900,1510937361.7561762333,1,212440,0.136,0.835,0.426,
1510937360.930,1510937361.7801778316,1,212441,0.126,0.822,0.429,
1510937360.952,1510937361.8061790466,1,212442,0.112,0.800,0.434,
1510937361.000,1510937361.8297796249,1,212443,0.100,0.783,0.440,
1510937361.004,1510937361.8453798294,1,212444,0.087,0.769,0.445,
1510937361.046,1510937361.8765797615,1,212445,0.074,0.753,0.450,
1510937361.055,1510937361.9051804543,1,212446,0.065,0.751,0.452,
1510937361.076,1510937361.9301819801,1,212447,0.052,0.729,0.458,
1510937361.106,1510937361.9561834335,1,212448,0.040,0.720,0.462,
1510937361.125,1510937361.9811847210,1,212449,0.030,0.706,0.466,
1510937361.174,1510937362.0051863194,1,212450,0.016,0.692,0.472,
1510937361.189,1510937362.0141866207,1,212451,0.022,0.681,0.474,
1510937361.204,1510937362.0453867912,1,212452,0.100,0.625,0.462,
1510937361.236,1510937362.0765867233,1,212453,0.147,0.579,0.467,
1510937361.251,1510937362.0921869278,1,212454,0.178,0.538,0.478,
1510937361.281,1510937362.1317882538,1,212455,0.211,0.497,0.492,
1510937361.301,1510937362.1567897797,1,212456,0.224,0.467,0.500,
1510937361.331,1510937362.1797912121,1,212457,0.239,0.435,0.500,
1510937361.388,1510937362.2293932438,1,212458,0.225,0.423,0.500,
1510937361.405,1510937362.2449932098,1,212459,0.211,0.408,0.500,
1510937361.435,1510937362.2761931419,1,212460,0.225,0.370,0.500,
1510937361.467,1510937362.3073930740,1,212461,0.232,0.342,0.500,
1510937361.482,1510937362.3229930401,1,212462,0.232,0.342,0.500,
1510937361.508,1510937362.3611934185,1,212463,0.234,0.303,0.500,
1510937361.539,1510937362.3797938824,1,212464,0.262,0.286,0.500,
1510937361.555,1510937362.3953938484,1,212465,0.286,0.246,0.500,
1510937361.586,1510937362.4265940189,1,212466,0.297,0.218,0.500,
1510937361.601,1510937362.4421939850,1,212467,0.298,0.225,0.498,
1510937361.632,1510937362.4807953835,1,212468,0.298,0.200,0.500,
1510937361.651,1510937362.5057966709,1,212469,0.315,0.192,0.500,
1510937361.681,1510937362.5297980309,1,212470,0.295,0.182,0.500,
1510937361.701,1510937362.5557994843,1,212471,0.274,0.162,0.500,
1510937361.739,1510937362.5804002285,1,212472,0.258,0.143,0.500,
1510937361.756,1510937362.5960001945,1,212473,0.246,0.144,0.500,
1510937361.786,1510937362.6272003651,1,212474,0.235,0.125,0.500,
1510937361.807,1510937362.6558008194,1,212475,0.253,0.108,0.500,
1510937361.848,1510937362.6638014317,1,212476,0.240,0.086,0.500,
1510937361.854,1510937362.6950016022,1,212477,0.230,0.087,0.500,
1510937361.885,1510937362.7262015343,1,212478,0.225,0.074,0.500,
1510937361.913,1510937362.7418015003,1,212479,0.191,0.055,0.500,
1510937361.935,1510937362.7754027843,1,212480,0.179,0.027,0.500,
1510937361.950,1510937362.7910027504,1,212481,0.170,0.024,0.500,
1510937361.981,1510937362.8222026825,1,212482,0.317,-0.129,0.500,
1510937362.008,1510937362.8564028740,1,212483,0.288,-0.142,0.500,
1510937362.028,1510937362.8794043064,1,212484,0.266,-0.136,0.498,
1510937362.058,1510937362.9044055939,1,212485,0.249,-0.131,0.498,
1510937362.078,1510937362.9294071198,1,212486,0.230,-0.128,0.499,
1510937362.109,1510937362.9544086456,1,212487,0.217,-0.128,0.500,
1510937362.143,1510937362.9684092999,1,212488,0.203,-0.139,0.500,
1510937362.159,1510937362.9996094704,1,212489,0.195,-0.155,0.500,
1510937362.190,1510937363.0152094364,1,212490,0.182,-0.185,0.500,
1510937362.211,1510937363.0554099083,1,212491,0.177,-0.194,0.500,
1510937362.244,1510937363.0694108009,1,212492,0.174,-0.199,0.500,
1510937362.260,1510937363.1006107330,1,212493,0.165,-0.205,0.500,
1510937362.275,1510937363.1162106991,1,212494,0.203,-0.251,0.500,
1510937362.301,1510937363.1544113159,1,212495,0.197,-0.259,0.500,
1510937362.332,1510937363.1734123230,1,212496,0.185,-0.273,0.500,
1510937362.348,1510937363.1890122890,1,212497,0.168,-0.283,0.500,
1510937362.379,1510937363.2202124596,1,212498,0.171,-0.318,0.500,
1510937362.410,1510937363.2514126301,1,212499,0.161,-0.340,0.500,
1510937362.442,1510937363.2670125961,1,212500,0.153,-0.362,0.500,
1510937362.452,1510937363.3052132130,1,212501,0.180,-0.389,0.500,
1510937362.482,1510937363.3282144070,1,212502,0.180,-0.389,0.500,
1510937362.502,1510937363.3552160263,1,212503,0.194,-0.415,0.500,
1510937362.532,1510937363.3802173138,1,212504,0.198,-0.442,0.500,
1510937362.552,1510937363.4052188396,1,212505,0.201,-0.477,0.500,
1510937362.589,1510937363.4298193455,1,212506,0.203,-0.507,0.500,
1510937362.605,1510937363.4454193115,1,212507,0.201,-0.531,0.500,
1510937362.649,1510937363.4766192436,1,212508,0.201,-0.551,0.500,
1510937362.651,1510937363.4922194481,1,212509,0.209,-0.583,0.500,
1510937362.682,1510937363.5308208466,1,212510,0.214,-0.609,0.500,
1510937362.702,1510937363.5548222065,1,212511,0.225,-0.638,0.500,
1510937362.731,1510937363.5798234940,1,212512,0.223,-0.657,0.500,
1510937362.751,1510937363.6048250198,1,212513,0.230,-0.678,0.500,
1510937362.788,1510937363.6294255257,1,212514,0.229,-0.696,0.500,
1510937362.804,1510937363.6450254917,1,212515,0.225,-0.716,0.500,
1510937362.835,1510937363.6762254238,1,212516,0.203,-0.749,0.500,
1510937362.851,1510937363.6918256283,1,212517,0.202,-0.761,0.500,
1510937362.882,1510937363.7304270267,1,212518,0.214,-0.781,0.500,
1510937362.912,1510937363.7554283142,1,212519,0.205,-0.806,0.500,
1510937362.932,1510937363.7804298401,1,212520,0.204,-0.813,0.500,
1510937362.952,1510937363.8054311275,1,212521,0.205,-0.825,0.500,
1510937362.992,1510937363.8174319267,1,212522,0.191,-0.854,0.500,
1510937363.009,1510937363.8486318588,1,212523,0.198,-0.872,0.500,
1510937363.023,1510937363.8642318249,1,212524,0.204,-0.884,0.500,
1510937363.059,1510937363.9064326286,1,212525,0.212,-0.901,0.500,
1510937363.079,1510937363.9264340401,1,212526,0.206,-0.912,0.500,
1510937363.089,1510937363.9294338226,1,212527,0.192,-0.942,0.500,
1510937363.124,1510937363.9604358673,1,212528,0.186,-0.969,0.500,
1510937363.138,1510937363.9790358543,1,212529,0.180,-0.990,0.500,
1510937363.170,1510937364.0102360249,1,212530,0.180,-1.010,0.500,
1510937363.202,1510937364.0258362293,1,212531,0.176,-1.008,0.500,
1510937363.218,1510937364.0580363274,1,212532,0.167,-1.015,0.500,
1510937363.234,1510937364.0736362934,1,212533,0.165,-1.018,0.500,
1510937363.258,1510937364.1098365784,1,212534,0.165,-1.051,0.500,
1510937363.288,1510937364.1348378658,1,212535,0.191,-1.083,0.500,
1510937363.308,1510937364.1598396301,1,212536,0.195,-1.096,0.500,
1510937363.347,1510937364.1728401184,1,212537,0.195,-1.112,0.500,
1510937363.363,1510937364.2040402889,1,212538,0.176,-1.157,0.500,
1510937363.379,1510937364.2196402550,1,212539,0.189,-1.173,0.500,
1510937363.413,1510937364.2602417469,1,212540,0.196,-1.190,0.500,
1510937363.440,1510937364.2812428474,1,212541,0.211,-1.212,0.500,
1510937363.456,1510937364.2968428135,1,212542,0.223,-1.234,0.500,
1510937363.497,1510937364.3280432224,1,212543,0.225,-1.253,0.500,
1510937363.507,1510937364.3606438637,1,212544,0.233,-1.271,0.500,
1510937363.538,1510937364.3792443275,1,212545,0.231,-1.283,0.500,
1510937363.570,1510937364.4104442596,1,212546,0.233,-1.304,0.500,
1510937363.585,1510937364.4260442257,1,212547,0.216,-1.330,0.500,
1510937363.620,1510937364.4602444172,1,212548,0.203,-1.354,0.500,
1510937363.630,1510937364.4852459431,1,212549,0.201,-1.366,0.500,
1510937363.661,1510937364.5092473030,1,212550,0.216,-1.352,0.500,
1510937363.682,1510937364.5352487564,1,212551,0.217,-1.356,0.500,
1510937363.723,1510937364.5602502823,1,212552,0.228,-1.353,0.500,
1510937363.739,1510937364.5798504353,1,212553,0.226,-1.368,0.500,
1510937363.755,1510937364.5954506397,1,212554,0.234,-1.373,0.500,
1510937363.786,1510937364.6266505718,1,212555,0.237,-1.379,0.500,
1510937363.807,1510937364.6602516174,1,212556,0.246,-1.388,0.500,
1510937363.844,1510937364.6848521233,1,212557,0.248,-1.400,0.500,
1510937363.859,1510937364.7004523277,1,212558,0.259,-1.405,0.500,
1510937363.891,1510937364.7316522598,1,212559,0.270,-1.418,0.500,
1510937363.911,1510937364.7602531910,1,212560,0.278,-1.430,0.500,
1510937363.950,1510937364.7752540112,1,212561,0.277,-1.443,0.500,
1510937363.965,1510937364.8064539433,1,212562,0.272,-1.454,0.500,
1510937363.981,1510937364.8220539093,1,212563,0.255,-1.472,0.500,
1510937364.017,1510937364.8602542877,1,212564,0.265,-1.466,0.500,
1510937364.046,1510937364.8842556477,1,212565,0.265,-1.465,0.500,
1510937364.057,1510937364.9102571011,1,212566,0.268,-1.468,0.500,
1510937364.086,1510937364.9362587929,1,212567,0.252,-1.493,0.500,
1510937364.106,1510937364.9592599869,1,212568,0.254,-1.503,0.500,
1510937364.132,1510937364.9722607136,1,212569,0.253,-1.519,0.500,
1510937364.163,1510937365.0034606457,1,212570,0.252,-1.525,0.500,
1510937364.195,1510937365.0346608162,1,212571,0.258,-1.520,0.500,
1510937364.226,1510937365.0502610207,1,212572,0.261,-1.516,0.500,
1510937364.251,1510937365.0814611912,1,212573,0.258,-1.520,0.500,
1510937364.261,1510937365.1110620499,1,212574,0.257,-1.529,0.500,
1510937364.281,1510937365.1320631504,1,212575,0.256,-1.529,0.499,
1510937364.311,1510937365.1590645313,1,212576,0.258,-1.531,0.500,
1510937364.331,1510937365.1840658188,1,212577,0.257,-1.541,0.500,
1510937364.374,1510937365.2090675831,1,212578,0.261,-1.537,0.500,
1510937364.389,1510937365.2140676975,1,212579,0.267,-1.537,0.500,
1510937364.405,1510937365.2452676296,1,212580,0.274,-1.531,0.500,
1510937364.437,1510937365.2764680386,1,212581,0.280,-1.536,0.500,
1510937364.461,1510937365.3106679916,1,212582,0.302,-1.529,0.491,
1510937364.481,1510937365.3356695175,1,212583,0.318,-1.528,0.486,
1510937364.511,1510937365.3606710434,1,212584,0.330,-1.528,0.482,
1510937364.531,1510937365.3846724033,1,212585,0.357,-1.539,0.489,
1510937364.573,1510937365.4096736908,1,212586,0.370,-1.544,0.490,
1510937364.588,1510937365.4292738438,1,212587,0.386,-1.537,0.489,
1510937364.604,1510937365.4448740482,1,212588,0.400,-1.540,0.495,
1510937364.651,1510937365.4760739803,1,212589,0.410,-1.541,0.498,
1510937364.661,1510937365.5102744102,1,212590,0.431,-1.536,0.500,
1510937364.680,1510937365.5362756252,1,212591,0.454,-1.548,0.500,
1510937364.711,1510937365.5592770576,1,212592,0.461,-1.545,0.500,
1510937364.731,1510937365.5842785835,1,212593,0.480,-1.545,0.500,
1510937364.775,1510937365.6092798710,1,212594,0.507,-1.555,0.500,
1510937364.791,1510937365.6318802834,1,212595,0.530,-1.548,0.500,
1510937364.807,1510937365.6474802494,1,212596,0.554,-1.539,0.500,
1510937364.847,1510937365.6786804199,1,212597,0.573,-1.535,0.500,
1510937364.858,1510937365.7082812786,1,212598,0.613,-1.560,0.500,
1510937364.887,1510937365.7342827320,1,212599,0.623,-1.563,0.500,
1510937364.908,1510937365.7592842579,1,212600,0.637,-1.566,0.500,
1510937364.938,1510937365.7832856178,1,212601,0.651,-1.563,0.500,
1510937364.959,1510937365.8082871437,1,212602,0.666,-1.541,0.500,
1510937364.979,1510937365.8202877045,1,212603,0.695,-1.541,0.500,
1510937365.010,1510937365.8514876366,1,212604,0.725,-1.553,0.500,
1510937365.043,1510937365.8826880455,1,212605,0.757,-1.548,0.500,
1510937365.073,1510937365.9092884064,1,212606,0.781,-1.558,0.500,
1510937365.082,1510937365.9352898598,1,212607,0.811,-1.575,0.500,
1510937365.124,1510937365.9582910538,1,212608,0.837,-1.565,0.500,
1510937365.155,1510937365.9798915386,1,212609,0.856,-1.576,0.500,
1510937365.171,1510937366.0110917091,1,212610,0.886,-1.557,0.500,
1510937365.218,1510937366.0588920116,1,212611,0.906,-1.562,0.500,
1510937365.234,1510937366.0744919777,1,212612,0.951,-1.542,0.500,
1510937365.265,1510937366.1056919098,1,212613,0.969,-1.552,0.500,
1510937365.280,1510937366.1212918758,1,212614,0.979,-1.557,0.500,
1510937365.307,1510937366.1574923992,1,212615,1.001,-1.544,0.500,
1510937365.332,1510937366.1734931469,1,212616,1.016,-1.537,0.500,
1510937365.379,1510937366.2046930790,1,212617,1.038,-1.524,0.500,
1510937365.379,1510937366.2202930450,1,212618,1.051,-1.520,0.500,
1510937365.405,1510937366.2594938278,1,212619,1.073,-1.512,0.500,
1510937365.435,1510937366.2754948139,1,212620,1.089,-1.507,0.500,
1510937365.466,1510937366.3066947460,1,212621,1.104,-1.509,0.500,
1510937365.481,1510937366.3222947121,1,212622,1.116,-1.512,0.500,
1510937365.507,1510937366.3584952354,1,212623,1.137,-1.529,0.500,
1510937365.538,1510937366.3790955544,1,212624,1.162,-1.521,0.500,
1510937365.554,1510937366.3946955204,1,212625,1.175,-1.516,0.500,
1510937365.585,1510937366.4258954525,1,212626,1.187,-1.516,0.500,
1510937365.601,1510937366.4258954525,1,212627,1.201,-1.515,0.500,
1510937365.610,1510937366.4640958309,1,212628,1.218,-1.511,0.500,
1510937365.650,1510937366.4890975952,1,212629,1.236,-1.505,0.500,
1510937365.660,1510937366.5150990486,1,212630,1.253,-1.504,0.500,
1510937365.690,1510937366.5391004086,1,212631,1.283,-1.497,0.500,
1510937365.723,1510937366.5631015301,1,212632,1.283,-1.497,0.500,
1510937365.740,1510937366.5797016621,1,212633,1.306,-1.495,0.500,
1510937365.784,1510937366.6109018326,1,212634,1.347,-1.525,0.500,
1510937365.785,1510937366.6265020370,1,212635,1.365,-1.526,0.500,
1510937365.824,1510937366.6647024155,1,212636,1.385,-1.531,0.500,
1510937365.839,1510937366.6803023815,1,212637,1.385,-1.531,0.500,
1510937365.870,1510937366.7115023136,1,212638,1.409,-1.518,0.500,
1510937365.896,1510937366.7271022797,1,212639,1.459,-1.538,0.500,
1510937365.916,1510937366.7647035122,1,212640,1.509,-1.554,0.500,
1510937365.939,1510937366.7797045708,1,212641,1.524,-1.543,0.500,
1510937365.970,1510937366.8109045029,1,212642,1.541,-1.526,0.500,
1510937365.985,1510937366.8265047073,1,212643,1.582,-1.544,0.500,
1510937366.011,1510937366.8647050858,1,212644,1.615,-1.551,0.500,
1510937366.041,1510937366.8887064457,1,212645,1.620,-1.532,0.500,
1510937366.071,1510937366.9147078991,1,212646,1.655,-1.539,0.500,
1510937366.091,1510937366.9387092590,1,212647,1.682,-1.547,0.500,
1510937366.129,1510937366.9647107124,1,212648,1.708,-1.544,0.500,
1510937366.144,1510937366.9853110313,1,212649,1.722,-1.535,0.500,
1510937366.175,1510937367.0009112358,1,212650,1.746,-1.532,0.500,
1510937366.191,1510937367.0321111679,1,212651,1.752,-1.504,0.500,
1510937366.222,1510937367.0633111000,1,212652,1.752,-1.504,0.500,
1510937366.238,1510937367.0789110661,1,212653,1.764,-1.486,0.500,
1510937366.258,1510937367.1135122776,1,212654,1.788,-1.492,0.500,
1510937366.288,1510937367.1385140419,1,212655,1.788,-1.489,0.500,
1510937366.308,1510937367.1635150909,1,212656,1.786,-1.477,0.499,
1510937366.338,1510937367.1885166168,1,212657,1.794,-1.474,0.500,
1510937366.374,1510937367.2135181427,1,212658,1.797,-1.464,0.500,
1510937366.388,1510937367.2291181087,1,212659,1.797,-1.450,0.500,
1510937366.404,1510937367.2447180748,1,212660,1.797,-1.439,0.500,
1510937366.435,1510937367.2759182453,1,212661,1.795,-1.420,0.500,
1510937366.460,1510937367.3141186237,1,212662,1.811,-1.416,0.500,
1510937366.491,1510937367.3391201496,1,212663,1.803,-1.400,0.499,
1510937366.511,1510937367.3651216030,1,212664,1.801,-1.397,0.497,
1510937366.540,1510937367.3891229630,1,212665,1.779,-1.367,0.497,
1510937366.560,1510937367.4151244164,1,212666,1.764,-1.341,0.500,
1510937366.596,1510937367.4367246628,1,212667,1.759,-1.336,0.499,
1510937366.611,1510937367.4523246288,1,212668,1.765,-1.322,0.500,
1510937366.642,1510937367.4835250378,1,212669,1.745,-1.321,0.500,
1510937366.663,1510937367.5131256580,1,212670,1.727,-1.313,0.500,
1510937366.683,1510937367.5371270180,1,212671,1.712,-1.299,0.500,
1510937366.724,1510937367.5621285439,1,212672,1.690,-1.285,0.500,
1510937366.755,1510937367.5797288418,1,212673,1.669,-1.283,0.500,
1510937366.770,1510937367.6109287739,1,212674,1.644,-1.270,0.500,
1510937366.801,1510937367.6421287060,1,212675,1.621,-1.261,0.500,
1510937366.817,1510937367.6577286720,1,212676,1.610,-1.236,0.500,
1510937366.848,1510937367.6889288425,1,212677,1.614,-1.206,0.500,
1510937366.863,1510937367.7045288086,1,212678,1.589,-1.197,0.500,
1510937366.905,1510937367.7357289791,1,212679,1.569,-1.188,0.500,
1510937366.915,1510937367.7643296719,1,212680,1.550,-1.180,0.500,
1510937366.934,1510937367.7753303051,1,212681,1.536,-1.164,0.500,
1510937366.966,1510937367.8065302372,1,212682,1.526,-1.147,0.500,
1510937366.997,1510937367.8377304077,1,212683,1.532,-1.136,0.500,
1510937367.017,1510937367.8643312454,1,212684,1.518,-1.126,0.500,
1510937367.047,1510937367.8893325329,1,212685,1.511,-1.106,0.500,
1510937367.067,1510937367.9143338203,1,212686,1.503,-1.097,0.500,
1510937367.087,1510937367.9373350143,1,212687,1.503,-1.097,0.500,
1510937367.108,1510937367.9623367786,1,212688,1.521,-1.100,0.496,
1510937367.140,1510937367.9799368382,1,212689,1.516,-1.077,0.500,
1510937367.171,1510937368.0111370087,1,212690,1.517,-1.046,0.500,
1510937367.187,1510937368.0267369747,1,212691,1.524,-1.030,0.500,
1510937367.223,1510937368.0639374256,1,212692,1.526,-1.015,0.500,
1510937367.238,1510937368.0795373917,1,212693,1.516,-1.017,0.500,
1510937367.283,1510937368.1107375622,1,212694,1.523,-1.009,0.500,
1510937367.286,1510937368.1263375282,1,212695,1.514,-1.014,0.500,
1510937367.315,1510937368.1639387608,1,212696,1.507,-1.020,0.500,
1510937367.335,1510937368.1749393940,1,212697,1.508,-1.026,0.500,
1510937367.366,1510937368.2061395645,1,212698,1.502,-1.013,0.500,
1510937367.396,1510937368.2373394966,1,212699,1.507,-1.015,0.500,
