,Lde1EKFoldCorrectionX,Lde1EKFoldCorrectionY,Lde1EKFoldCorrectionZ,Lde1EKFnewCorrectionX,Lde1EKFnewCorrectionY,Lde1EKFnewCorrectionZ
0,-0.07442210855609527,-0.5000373432453733,0.00012524210951178708,-0.07442210855609527,-0.5000373432453733,0.00012524210951178708
1,-0.07239807608065099,-0.4989895450735879,0.00017533931038455556,-0.07239807608065099,-0.4989895450735879,0.00017533931038455556
2,-0.07613392645614422,-0.501364503565516,0.00026106062938254296,-0.07613392645614422,-0.501364503565516,0.00026106062938254296
3,-0.09083329562125995,-0.5120529862984867,0.0003697850440486663,-0.09083329562125995,-0.5120529862984867,0.0003697850440486663
4,-0.10188959123056489,-0.5174243943720864,0.000506657974483537,-0.10188959123056489,-0.5174243943720864,0.000506657974483537
5,-0.09834361819245062,-0.5145741190330466,0.0006533569585318048,-0.09834361819245062,-0.5145741190330466,0.0006533569585318048
6,-0.09957805708274364,-0.5107646858853836,0.0008151678459995897,-0.09957805708274364,-0.5107646858853836,0.0008151678459995897
7,-0.12170636223295686,-0.5264273858700806,0.0010950549938733053,-0.12170636223295686,-0.5264273858700806,0.0010950549938733053
8,-0.12074211444150938,-0.5278734985530323,0.0013479863043986842,-0.12074211444150938,-0.5278734985530323,0.0013479863043986842
9,-0.11831921271498741,-0.5416406327374814,0.0016851226018529566,-0.11831921271498741,-0.5416406327374814,0.0016851226018529566
10,-0.12627159131959714,-0.5439369454780971,0.0020480341407338107,-0.12627159131959714,-0.5439369454780971,0.0020480341407338107
11,-0.1432925977759691,-0.5504805727672502,0.0025341736416011067,-0.1432925977759691,-0.5504805727672502,0.0025341736416011067
12,-0.14895427654494856,-0.5509268686029295,0.0030202371151821644,-0.14895427654494856,-0.5509268686029295,0.0030202371151821644
13,-0.15181404178195992,-0.548777634885266,0.003571462595702577,-0.15181404178195992,-0.548777634885266,0.003571462595702577
14,-0.10141877733142708,-0.5572546107966458,0.004012198327703949,-0.10141877733142708,-0.5572546107966458,0.004012198327703949
