,Lde1EKFoldCorrectionX,Lde1EKFoldCorrectionY,Lde1EKFoldCorrectionZ,Lde1EKFnewCorrectionX,Lde1EKFnewCorrectionY,Lde1EKFnewCorrectionZ
16884,1.465005759248054,-0.8838914388743414,0.7496360629397547,1.487439027235566,-0.8995920566160692,0.7400791272059233
16885,1.459159650627125,-0.8842825240734837,0.7492513640977847,1.480282829601141,-0.9006279001853207,0.7405291259148378
16886,1.4457013232231708,-0.8840593205867338,0.7520690650397822,1.4651170649469025,-0.9013590897092085,0.7439335397884866
16887,1.4336728404013455,-0.883555882578731,0.7513907011702412,1.4512790428863234,-0.9017748717831641,0.744041478673463
16888,1.4268343626551674,-0.8847006059546342,0.7509663267855671,1.4431600341012674,-0.9035532049214293,0.7445984476901046
16889,1.4200435950055197,-0.8851212581804154,0.7491157064178016,1.4350163152791087,-0.9045118981735631,0.7439063663176375
16890,1.4144203384145266,-0.8863919281906674,0.7487777724038264,1.4281317906009594,-0.905385953032076,0.7437081151991211
16891,1.4087943343553526,-0.8857867315387321,0.7470855389147243,1.4212687948984792,-0.9043497136060925,0.7420565545960871
16892,1.4029609541724266,-0.8872732865352568,0.7469256951847016,1.4142309826650041,-0.9053269744604135,0.7419115487437421
16893,1.3966591763713525,-0.8881921078823674,0.7476626436117763,1.4067577515334915,-0.9057362952055591,0.7425681097447334
16894,1.3901633005008693,-0.8901745201071578,0.7485347299420457,1.399046320810465,-0.9071723112089799,0.7433898751632994
16895,1.3812888727060932,-0.8928902606835281,0.7533660986937148,1.3889649779295068,-0.909342674992599,0.7482554250347944
16896,1.3748881164890157,-0.8943916161992032,0.7522037628095978,1.3813465083206509,-0.9103052427537981,0.7470214791742011
16897,1.3679256295170856,-0.8950548833003011,0.7541866834089949,1.3731665454033384,-0.9103994039627438,0.7489750156969143
16898,1.358075593066007,-0.8975822797161006,0.7544975610041156,1.3614980424870633,-0.912500492345905,0.7489381297064208
16899,1.3524696303278032,-0.9000579292321773,0.7556596836983128,1.3547152587603841,-0.9142747882154104,0.7499605429170505
16900,1.3488406348047601,-0.902298263811482,0.754502624078811,1.3499374884662148,-0.9157980304912122,0.7486158750878095
16901,1.3434319490357884,-0.9048645708280441,0.7553327133530715,1.3433645083069288,-0.9176421115524781,0.7493233961659956
16902,1.337722159687985,-0.9065843620369645,0.7582194630245117,1.3364484258564928,-0.9185747486716159,0.7519962262660113
16903,1.3327303301461904,-0.9079332238841984,0.7590452966312834,1.3303127889063957,-0.9191389565803971,0.75284793180001
16904,1.3297795176714815,-0.9088547281904672,0.755208911540779,1.326272691417873,-0.9192013778517567,0.7488715011442489
16905,1.1659664186830792,-0.9538763406178861,0.7718749239900802,1.173140712207128,-0.9557336614824411,0.8184089078179292
16906,1.1586561969986724,-0.9514776011978853,0.7688431849029198,1.1658099424033297,-0.9537068719400774,0.8143027928958222
16907,1.1524044343695294,-0.9502893758425541,0.7677193314262359,1.1596289000809876,-0.9529930893372612,0.811963644606916
16908,1.1459478428249255,-0.9495202495209639,0.764583898747247,1.1531575871052742,-0.9526892911384467,0.8073367995788275
16909,1.140335026835947,-0.9481923813141568,0.7603113519574545,1.1475516034166449,-0.9519030804553104,0.8016456513589623
16910,1.1359899620221492,-0.945937161077348,0.7561010895005819,1.1431880740044507,-0.95018185152661,0.7957406954378119
16911,1.1303304250254569,-0.9438263554947606,0.7542094970033254,1.137601604148738,-0.9486025039816822,0.7920849608456227
16912,1.1258641026205136,-0.9413210991563926,0.7513743388679687,1.1330520807845847,-0.9466979296033379,0.7874507038709319
16913,1.1199660966851746,-0.9397678831163427,0.7502970771191866,1.127146013593462,-0.9458186825901933,0.7844979280511887
16914,1.115797086047334,-0.9393562654008196,0.7496153310539015,1.1229662538494392,-0.9460074554277156,0.7818736267379544
16915,1.1116454159112095,-0.9393425280889961,0.7489851820198106,1.1188169340063625,-0.9466398023046327,0.779122545711257
16916,1.1062465595329851,-0.9388111449557597,0.7504857630373022,1.113419691846128,-0.9468110927708562,0.7785574253176842
16917,1.100532449409845,-0.9379069699944551,0.7494339203424738,1.107741576698547,-0.9466660189557349,0.7751339353436799
16918,1.0945093185930415,-0.9373847485757919,0.7493203781202947,1.1017409398884377,-0.9468332309066895,0.7726217146448621
16919,1.088710719658468,-0.9360864364012315,0.7498150489063126,1.0958836794233995,-0.9463181120488627,0.770734053333064
16920,1.0852114026443018,-0.9350445005365687,0.7472994363862099,1.090551680689061,-0.9458110361196966,0.7685261753762265
16921,1.0816777383842848,-0.9337032865797742,0.7432377989500246,1.0850979526149995,-0.9450708442153499,0.7647801140265883
16922,1.0782941852373433,-0.932925682889864,0.7385540385454129,1.0798334660123858,-0.9448838884406203,0.7604567649061622
16923,1.0741744006224454,-0.9319987335448706,0.734471254253996,1.0737221428807688,-0.9445170950511698,0.7568555311780819
16924,1.070423693948995,-0.9303256375336859,0.7314729452029408,1.067885912331519,-0.9434683657026232,0.7543123378066413
16925,1.0658644017029493,-0.9298383100922794,0.7262848553058502,1.061167545024212,-0.9435524799044858,0.7496777961414275
16926,1.0628732646318844,-0.9281225238153455,0.7220912771778987,1.0560303453164588,-0.9424709485765064,0.7458934253516035
16927,1.0602266319009885,-0.9263686302551891,0.718762112763882,1.0510927780794788,-0.941352907435382,0.7430463680476903
16928,1.0576638958954308,-0.9253511161668591,0.713255478348067,1.0461747467482228,-0.9409542326349294,0.7379802209451344
16929,1.054640248209616,-0.9245162042824974,0.7082261623850216,1.040848439070317,-0.9407958088873725,0.7334036432862839
16930,1.053201116982893,-0.9231998407442836,0.7035354081553084,1.0369007461792945,-0.9401246010026115,0.7293851422725321
16931,1.0465497021351604,-0.9214791315528099,0.697618854803377,1.0270358492067617,-0.9392962057124316,0.7241795992395171
16932,1.0464966787477927,-0.9196529992335257,0.6916577029994875,1.0243283464304491,-0.9382425702850795,0.71884856254943
16933,1.0458151544848846,-0.9186299957718629,0.6872812841983484,1.0209777958137511,-0.9379762596371453,0.7150409889160021
16934,1.0360334331423016,-0.9183957335055232,0.6652552202052368,1.0055104673214652,-0.9374485922525521,0.6948290065929472
16935,1.020419954930155,-0.9197102380979305,0.6456430542892911,0.9854955195631672,-0.9369975798780986,0.6771981482870962
16936,1.0195885454500053,-0.9206799412284586,0.6394508828811505,0.9831537792659509,-0.9372850988081073,0.6715985134665481
